Time,Air Temp degC - min,Air Temp degC - ave,Air Temp degC - max,Air Temp (Canopy) degC - ave,Humidity % - ave,Humidity (Canopy) % - ave,Wind Speed km/h - min,Wind Speed km/h - ave,Wind Speed km/h - max,Rainfall mm - raw,Solar Radiation W/m^2 - ave,ETo mm - computed,Soil Temp degC - ave
27/3/2023,15.7,18.7,20.7,,81.5,,0,3.3,16.5,5.6,58.6,2.3,22.6
28/3/2023,12.9,18.7,27,,83.7,,0,3.1,17.3,2,219.9,1.3,23.1
29/3/2023,11.8,16.7,21.7,,74,,0,6.9,26.6,0.2,180.5,3.5,22
30/3/2023,7.8,15,21.2,,75.1,,0,2.9,19,0,155.2,2.9,20.7
31/3/2023,8.3,16,23,,72.5,,0,3.9,19.8,0,178.2,2.4,21.2
1/4/2023,6.5,13.2,19.3,,65.1,,,,,0,212.9,3.1,21.2
2/4/2023,6.2,12.1,20.9,,65.6,,,,,0,248.9,,20.6
3/4/2023,3.8,13.3,24.6,,65.4,,,,,0,241.5,,21.1
4/4/2023,4.8,15.7,27.6,,61.3,,,,,0,238.6,,22
5/4/2023,6.9,19,30.4,,51.8,,,,,0,222.4,,23
6/4/2023,14.5,20.5,29.4,,54.3,,,,,12.6,120.2,,23.7
7/4/2023,13.3,16.9,21.8,,78.2,,,,,0,166.6,,20.6
8/4/2023,12.6,15.7,20.5,,79.4,,,,,0.4,163,,19.1
9/4/2023,11.7,14.7,18.3,,74.8,,,,,0,118.3,,19.1
10/4/2023,7,12.5,20,,78,,,,,0,223.1,,19.6
11/4/2023,6.3,13.9,19,,76.7,,,,,4,105.7,,18.1
12/4/2023,13.2,17.6,22.5,,71.9,,,,,2,198.3,,18.9
13/4/2023,10.9,15.5,19.6,,79.6,,,,,0,85.8,,18
14/4/2023,9.5,17.1,24.5,,71.1,,,,,0,197.5,,19.4
15/4/2023,11,15.1,18.5,,87.5,,,,,2.2,36.5,,18.7
16/4/2023,6.3,12.7,19.4,,74.1,,,,,0,179.3,,16.8
17/4/2023,5.2,13.6,22.5,,72.5,,,,,0,207.3,,17.6
18/4/2023,7.1,16.6,25,,66.7,,,,,0,206,,19.7
19/4/2023,8.2,14.9,19.8,,69.2,,,,,0,160.7,,20.1
20/4/2023,6.7,14.4,20.2,17.6,72,62,0,4.3,18.2,0,135.4,,18.8
21/4/2023,11.5,16.2,22.3,16.6,74.4,74.3,0,3.1,16.5,0,156.1,2.4,20.6
22/4/2023,6.8,15.1,24.7,15.5,76.8,76.8,0,2.2,22.4,0,198.7,2.5,20.4
23/4/2023,7.4,15.7,24.4,16,70.5,71.5,0,3.5,18.2,0,199.6,3.1,20.4
24/4/2023,8.5,17.6,27.7,17.5,64.3,66.3,0,4.2,21.5,0,192.2,3.2,20.5
25/4/2023,10.5,18.9,28.8,18.5,61.1,64.4,0,2.7,14.8,0,168,3.6,21.4
26/4/2023,14,20.6,26.4,20.3,51.3,53,0.5,7.6,29.9,0,123.3,3.4,21.2
27/4/2023,11.7,21.6,28.4,21.8,48,48.3,0,7.1,29.9,0,184.3,4.1,22.8
28/4/2023,8.1,14.4,19.5,14.9,75,74.3,0,4.6,25.7,0,95.6,3.8,20.3
29/4/2023,4.4,11,18.5,11.6,72.5,71.7,0,3.1,19.8,0,160,1.8,18.2
30/4/2023,3,12.3,20,12.7,74.8,74.4,0,2.2,18.2,0,151.7,2.3,17.8
1/5/2023,13.2,16,20.7,16.3,82,81.8,0,4.7,24.9,0.4,108.3,2.4,19.5
2/5/2023,10.4,15.1,21.1,15.4,77.6,77,0,6.9,39.1,0.4,126.9,2.2,18.6
3/5/2023,5.4,14,19.7,14.4,70,69.6,0,9,35,0.2,155.7,2.6,17.9
4/5/2023,3.5,9.8,18.9,10.3,79.1,78.4,0,1.6,12.3,0,135.3,2.5,16.6
5/5/2023,4.4,13.4,21.4,13.6,72.7,73.2,0,5.6,32.4,1,149.2,2.1,16.8
6/5/2023,4.8,10.8,15.5,11.1,77.3,77.5,0,5.6,27.4,0.2,113.7,2.6,16.4
7/5/2023,0.9,8.4,15.4,8.8,73.9,73.5,0,5.1,27.4,0.2,155.4,1.8,13.8
8/5/2023,1.7,9.8,16.2,10.2,77.4,76.9,0,4.7,24,0,102.4,2.1,13.5
9/5/2023,7.4,12.3,16.6,12.6,78.6,78.5,0,4.3,21.5,0.2,72.4,1.8,14.5
10/5/2023,4,10.6,18.3,11.2,82.6,81.3,0,2.7,14.8,0.2,161.4,1.4,15.3
11/5/2023,3.4,10.6,20.8,10.9,77.1,77.2,0,3,17.3,0,165.7,2.3,15
12/5/2023,4,12.8,22.2,13.1,70.2,70.4,0,2.6,19,0,150.9,2.5,15.8
13/5/2023,5.1,11.6,21.5,12.2,75.6,74.5,0,3,15.7,0,161.1,2.5,16.2
14/5/2023,2.7,12.8,24.7,12.7,61.7,64,0,2.4,16.5,0,158.4,2.4,15.8
15/5/2023,3.2,13.8,25.4,13.9,60.1,61.5,0,2.2,15.7,0,154.6,2.8,16.5
16/5/2023,3.4,12,20.4,12.5,73.9,72.7,0,4.1,22.4,0,115.4,2.6,16.1
17/5/2023,3.3,9.7,15.2,10.3,63.2,63.2,0,3.2,16.5,0,148.1,2.3,16.1
18/5/2023,-0.1,8.6,15,9.1,69.9,69.9,0,3,19,0,99.6,2.1,13.6
19/5/2023,1.8,9.7,17.7,10.3,80.5,79.3,0,3.9,22.4,0,115.2,1.6,13.8
20/5/2023,7.1,11.7,18.1,12.1,81.3,80.7,0,5.8,29.1,0.2,128.9,1.9,14.4
21/5/2023,4.8,12.3,18.1,12.7,79.8,79.2,0,6.2,24,0.2,103.2,2.2,14.7
22/5/2023,2.7,8.9,16.6,9.6,79.4,77.8,0,1.8,14.8,0,122.3,1.7,14.1
23/5/2023,1.2,9.3,18,9.8,78.1,77.4,0,2.6,19,0,128.7,1.8,13.8
24/5/2023,2.1,12.2,21.8,12.5,62.7,62.5,0,4.3,24.9,0,139.6,2,13.9
25/5/2023,8.4,13.1,18.4,13.2,68.3,69.5,0.5,8.2,34.1,9.2,33.8,3.3,14.4
26/5/2023,5.6,10.3,15,10.7,82.6,82.6,0,5.6,22.4,0.2,114.2,1.3,12.2
27/5/2023,7.7,11.6,16.2,11.9,85.6,85.3,0,6.6,29.1,0.2,103,1.8,13.1
28/5/2023,10.4,13,18.1,13.2,86.8,87.2,0,7.3,29.9,5.4,89.3,1.7,13.6
29/5/2023,10.4,13.9,18.7,14.2,90.2,89.8,0,4.4,23.2,0.4,102.3,1.5,14.4
30/5/2023,12.8,15.1,18.1,15.4,85.2,84.7,0,3.9,24.9,0,69.7,1.7,15.7
31/5/2023,12.3,16.2,20.7,16.4,75.8,75.5,0,4.8,18.2,0,66.1,1.4,15.4
1/6/2023,9,13.9,18,14.3,81.8,81.4,0,3,14.8,0.2,81.9,1.7,15.2
2/6/2023,9.5,12.3,15.3,12.5,87.1,87.6,0,5,18.2,0.4,38.5,2,14
3/6/2023,7.8,15.7,24,15.9,72.5,72.6,0,5.2,20.7,0.2,133.2,1,14.8
4/6/2023,10.9,14,17.4,14.2,85.1,85.8,0,6.3,23.2,0.8,30.4,2.7,14.4
5/6/2023,12.5,14.6,16.2,14.7,90.9,91.5,0,6.3,24,3.8,34.3,1.2,14.6
6/6/2023,10.3,15.7,21.6,15.9,77.4,77.4,0,5.2,21.5,0.2,135.5,0.9,15.3
7/6/2023,12.1,17.3,21.3,17.4,84.2,84.8,0.5,10.7,32.4,11.8,45.4,2.7,16.4
8/6/2023,9.3,13.2,17.6,13.5,67.6,67.1,0.5,10.6,38.3,0.2,125,1.7,13.8
9/6/2023,7.4,12,16.1,12.4,79.3,78.7,0,6.6,35,0.6,108,2.4,14
10/6/2023,3.9,10.8,17.3,11.1,80.3,80,0,3.5,19,0.2,123.5,1.7,12.8
11/6/2023,10.6,12.8,17.4,13.1,67.2,66.9,0,5.3,20.7,0,78.3,2.1,13.6
12/6/2023,8.4,13.9,20.6,14.1,64.8,64.5,0,6.4,45.8,0.2,135.2,1.9,13.9
13/6/2023,8.4,11.5,16.5,11.8,78.7,78.4,0,9.7,45,0.8,116.8,2.7,13.3
14/6/2023,6.3,11.2,16.6,11.6,79,78.4,0,5.6,24.9,0,117.2,1.9,12.3
15/6/2023,9.2,13,19.3,13.3,65,64.4,0,7.2,34.1,0,125.7,2.1,13.2
16/6/2023,8.1,13.5,20.3,13.8,53.7,52.9,0.5,8.5,29.9,0,134.3,2.7,13
17/6/2023,9,13.1,21.3,13.4,59.5,59.4,0,10.7,39.1,4,128.9,3.6,13.5
18/6/2023,5.1,9.9,15.7,10.3,73.1,72.7,0,6.8,31.6,0.2,130.1,2.6,12.1
19/6/2023,2.9,9.5,14.4,10,78.3,77.2,0,7.1,34.1,0,107.9,2.3,11.7
20/6/2023,1,7.5,13.4,8,76.9,75.8,0,3.5,14.8,0.2,86.9,1.6,10.5
21/6/2023,6.8,8.9,10.7,9.2,70.7,70.3,0,7.2,21.5,0,40.2,1.7,10.9
22/6/2023,6.5,9,12,9.3,82.9,83.5,0,8.5,31.6,6.4,25.9,1.4,10.5
23/6/2023,8.2,11.4,16.1,11.7,73.9,73.2,0,10.7,35.8,0,110.1,1.1,10.8
24/6/2023,7.4,11.5,17,11.8,57.5,56.5,1.4,10.3,35.8,0,134.3,2.1,11
25/6/2023,6.3,11.3,17.1,11.6,60.6,59.7,0.5,10.8,44.2,0,120,3.2,10.9
26/6/2023,5.8,10.1,16.4,10.7,79.3,77.9,0,5.1,24,0,117.3,2.4,11.6
27/6/2023,5.9,8.8,11.6,9.2,89.6,89.4,0,1.9,11.4,4.2,26,1.8,11
28/6/2023,6.7,9.7,14.5,10.1,91.2,91.1,0,3.4,17.3,1.6,75.7,0.8,11.6
29/6/2023,4.4,8.7,13.6,9.1,85.1,84.5,0,4.9,19.8,0.2,89.2,1.2,10.9
30/6/2023,5.7,10.2,14,10.5,84.2,83.7,0,6.6,24.9,0.2,69.5,1.4,10.3
1/7/2023,8.1,11,15.4,11.4,85.1,84.6,0,3.9,18.2,0.6,84.2,1.4,12.3
2/7/2023,6.7,9.6,12.8,10,85.8,85,0,4.8,18.2,0,71,1.2,12.3
3/7/2023,5.6,9,12.8,9.4,87.1,87.1,0,2.9,12.3,2.8,60.9,1.2,11.3
4/7/2023,6.9,10.3,13.9,10.8,88.2,87.4,0,2.8,15.7,3,87.3,1.1,12.4
5/7/2023,5.9,11,17.3,11.5,71.9,70.6,0,6.5,25.7,0,120.7,1.4,11.5
6/7/2023,8.3,10.2,13.8,10.5,82.9,82.6,0.5,8.6,33.3,7,63.8,2.4,11.3
7/7/2023,6.2,11,16.6,11.3,76.6,75.7,1.4,9,33.3,0.2,118.9,1.2,10.8
8/7/2023,9.4,12.5,16.5,12.9,69,68.1,0.5,14.9,47.5,0,109.1,2.6,11.5
9/7/2023,8.8,12.2,15.8,12.5,82.7,81.9,0,8,29.1,0.2,82.5,2.1,12
10/7/2023,10,12.1,15.5,12.6,75.2,73.7,0,3.8,19.8,0,57.3,1.6,12.8
11/7/2023,5.7,11.9,18.6,12.4,70.7,69.3,0,3.3,16.5,0,115.1,1.6,13.3
12/7/2023,2.9,9.5,17.5,10.1,73.5,71.7,0,3.5,21.5,0,139.6,1.9,12
13/7/2023,2.7,10.2,18.7,10.7,65.4,63.8,0,5.7,27.4,0,149.1,2.1,11.5
14/7/2023,7,11.6,19,12.1,57.1,55.5,0,6.3,26.6,0,144.4,2.9,11.9
15/7/2023,5.4,10.4,15.4,10.8,68.5,67.1,0,5.6,25.7,0,102.9,2.8,11.7
16/7/2023,-0.9,5.8,14.5,6.5,80.3,78.2,0,1.5,14,0,146.4,1.6,10.9
17/7/2023,-1,7.2,16.8,7.6,75,73.7,0,3.2,19,0,145.5,1.9,10.2
18/7/2023,1.7,8,16.2,8.4,75.9,74.6,0,4.1,24.9,0,110,2.1,10.4
19/7/2023,-1,7.6,15.5,8,68.8,68.1,0,5.9,26.6,0,149.9,1.7,9.8
20/7/2023,5.4,10.4,17.9,10.7,69,68.1,0,8,32.4,0,67.9,2.7,10.6
21/7/2023,1.8,8.3,15.2,8.8,77.2,76.1,0,3.5,15.7,0,118.6,1.5,10.5
22/7/2023,2,8.3,15.7,8.8,79.3,78.2,0,3.4,16.5,0,71.7,1.7,10.7
23/7/2023,7,10,15.1,10.4,73.6,72.5,0,6.7,27.4,0,143.6,1.5,11.7
24/7/2023,5.1,10.9,14.7,11.2,78.4,77.5,0,3.1,16.5,0,71.8,2.2,11.8
25/7/2023,4.8,11.7,17.6,12.2,76.9,75.6,0,2.5,14.8,0,132.7,1.4,14.1
26/7/2023,3.8,10.4,18.4,10.8,75.3,74.7,0,4.6,16.5,0,157.1,2,13.1
27/7/2023,6.3,13.2,19.2,13.5,60.5,59.8,0,6.6,24,0.2,70.8,2.5,12.4
28/7/2023,5.9,13.9,20,14.3,73.5,72.5,0,4.9,24,2.2,153.9,2.2,14.3
29/7/2023,4.8,11.6,20.3,12,76.5,75.2,0,4.7,35,0,158.8,2.3,13.6
30/7/2023,4.4,11.6,19.3,12.1,74.6,73.2,0,6.3,31.6,0,135.5,2.5,13
31/7/2023,6.3,11.3,17,11.7,82,80.9,0,4.1,24.9,0.4,108.5,2.2,13.6
1/8/2023,4,9.8,18,10.3,81,79.8,0,1.9,12.3,0,126.3,1.7,13.1
2/8/2023,4.2,11.7,20,12,71.7,71.1,0,6,26.6,0.2,165.3,1.9,13.3
3/8/2023,8.5,16.1,24.8,16.5,53.6,52.4,0.5,7.8,23.2,0,159.6,3,14.4
4/8/2023,7.4,15.5,20.4,15.8,63.7,63,0,8.2,31.6,0.4,50.4,4.4,15.3
5/8/2023,6.3,9.6,13,10,74,73.7,0,4.1,22.4,0,71.8,1.4,12.9
6/8/2023,1.3,7.8,15.6,8.4,78.8,77.4,0,2.5,18.2,0,150.3,1.3,12.7
7/8/2023,-0.1,7,16.2,7.7,80.9,79.1,0,2,15.7,0,175.1,2,12.4
8/8/2023,-1.8,7.9,18,8.4,73.2,71.9,0,2.8,18.2,0.2,178.5,2.2,12.3
9/8/2023,3.8,14.4,23.1,14.6,49.4,49.1,0,8.6,32.4,0,181.7,2.6,13.4
10/8/2023,3.7,10.9,17,11.3,74.4,73.5,0,5.4,24.9,0,134.9,4,14.6
11/8/2023,0.5,9.3,19,9.8,76.9,75.7,0,2.5,22.4,0,178.8,1.9,13.6
12/8/2023,7.9,11.2,16.7,11.6,83.1,83,0,4.1,19,0.6,101.4,2.5,14.4
13/8/2023,7.6,11.2,14.2,11.6,88.9,88.1,0,4.3,15.7,0,64,1.6,14
14/8/2023,3.9,11.3,17.5,11.7,74.9,74.6,0,3.8,18.2,0,143.6,1.2,15
15/8/2023,-1.6,7.3,16.8,7.8,66.9,67,0,2.2,14.8,0,192,2.1,13.6
16/8/2023,2.6,10.8,20.3,11,56.4,57.3,0,5.4,20.7,0,187.1,2.6,13.6
17/8/2023,8.7,11.6,16.3,11.8,79.3,80.3,0,6.8,43.3,4.4,65.9,3.2,13.9
18/8/2023,5.2,9.9,15,10.2,76.8,76.7,0,9,40,0.6,156.1,1.5,12.3
19/8/2023,7.1,13,20.6,13.3,80.1,79.8,0,6,24,0.2,149.9,2.1,13.2
20/8/2023,7.4,12.1,18.1,12.4,86.4,85.9,0,2.5,14.8,0,97.3,2.3,14.3
21/8/2023,7,12.7,21.6,13,80.3,80.2,0,3.4,24,0.4,124.4,1.6,14.6
22/8/2023,3.2,11,15.7,11.3,79.8,80.4,0,7.3,36.6,5,167.7,2.3,14.3
23/8/2023,2.1,8.7,17.3,9.3,79.5,78.9,0,2.5,18.2,0,190.3,2.1,12.8
24/8/2023,1.2,10.6,22,11,68,68.1,0,3.5,24,0.2,206.6,2.5,13.8
25/8/2023,4.2,14.2,25.8,14.2,58.3,60.3,0,2.5,16.5,0,181.6,3.1,15.4
26/8/2023,4.4,10.9,20.9,11.4,80.3,80,0,2.9,14.8,0,175.5,3,15.8
27/8/2023,6,11.9,19.7,12.3,78.2,77.9,0,3.9,20.7,0,189.1,2.6,16.1
28/8/2023,2.4,11.2,22.4,11.7,75.2,75.5,0,1.8,14,0,207.9,2.6,16.4
29/8/2023,7.6,18.4,27.8,18.4,48.1,49.1,0,7.3,40,0,137.9,3.1,17.3
30/8/2023,7.6,13.8,19.1,14.1,70.1,70.1,0.5,8.9,30.7,0,175.3,4.2,18.4
31/8/2023,7.1,11.6,16.5,12,79.1,79,0,6.1,20.7,0,121.3,2.7,16.2
1/9/2023,4.2,10.2,16.5,10.8,80.5,80.1,0,2.7,22.4,0,124.1,2,15.9
2/9/2023,1.1,11.2,21.9,11.5,71.1,72,0,3,16.5,0,216,3.1,15.8
3/9/2023,2.7,15,25.1,15,52.9,54.4,0,5.4,28.2,0,227.4,3.2,17.3
4/9/2023,4.5,14.4,20.5,14.7,55.8,56.2,0,8,35.8,0.8,185.7,4.8,18
5/9/2023,5.2,11,18.5,11.5,67,67.6,0,4.9,28.2,0,213.9,3,16.4
6/9/2023,3.1,15.3,25.2,15.3,48.6,50.5,0,6,30.7,0,223.2,3,17.3
7/9/2023,7.6,13.5,18.8,13.5,58.6,60.7,0,13.4,48.3,5.8,112.8,4.9,16
8/9/2023,3.5,9.4,14.6,9.7,67,67.3,0,12.4,42.5,0,182.4,2.7,12.8
9/9/2023,1.3,9.1,17.3,9.6,72,72,0,3.2,21.5,0,234.5,2.4,13.9
10/9/2023,2.4,10.2,20.1,10.8,79.5,77.8,0,1.9,14.8,0,210.6,2.9,15.8
11/9/2023,2.5,11.8,23.1,12,74.1,74.7,0,1.7,14,0,232.8,2.8,17.1
12/9/2023,4.6,14.4,26.3,14.2,64.6,67.4,0,2.3,16.5,0,233.3,3.3,18.5
13/9/2023,5.9,17.3,29.9,16.6,52.1,57.2,0,2.9,23.2,0,232.4,3.6,19.8
14/9/2023,9.3,21.5,30.3,20.8,33.4,36.9,0,6.7,30.7,0,226.7,4.4,21.1
15/9/2023,6.8,16.2,26.4,16.5,61.8,62.5,0,2.9,18.2,0,237.3,4.7,21.7
16/9/2023,5.2,16.5,28.5,16.5,62.3,64.2,0,3,22.4,0,252.2,3.7,21.4
17/9/2023,6.1,20.1,33.3,19.4,53.8,57.7,0,3.3,24,0,244.2,4.1,22.3
18/9/2023,13.5,21.9,33.8,21.6,52.7,55.4,0,4.5,24,0,225.1,4.8,24.4
19/9/2023,10.4,18.5,27.8,18.6,58,58.5,0,8.2,32.4,0,210.9,4.6,23.1
20/9/2023,11.1,16.1,21.1,16.3,62.4,62.3,0.5,11.8,42.5,0,176,4.8,21.3
21/9/2023,7.9,13.4,19.6,13.7,64.2,65.7,0,6,35.8,0,219.4,3.4,20.3
22/9/2023,3.2,12.2,21.4,12.5,60.2,63.9,0,3.6,20.7,0,268.7,3.2,19.9
