Date,Air Temp degC - min,Air Temp degC - ave,Air Temp degC - max,Air Temp (Canopy) degC - ave,Humidity % - ave,Humidity (Canopy) % - ave,Wind Speed km/h - min,Wind Speed km/h - ave,Wind Speed km/h - max,Rainfall mm - raw,Solar Radiation W/m^2 - ave,ETo mm - computed,Soil Temp degC - ave
2024-07-19,7.1,10.9,14.7,11.2,70.7,70.1,0.0,10.9,53.4,3.2,34.2,1.6,10.4
2024-07-20,7.4,11.0,15.6,11.3,73.5,72.8,0.0,12.7,48.3,0.4,114.8,2.0,10.9
2024-07-21,7.0,11.7,17.7,12.1,76.4,75.5,0.0,7.1,30.7,0.4,131.3,1.8,11.4
2024-07-22,5.6,11.9,19.2,12.5,63.8,61.6,0.0,4.5,26.6,0.0,139.5,2.5,12.4
2024-07-23,4.6,12.5,20.6,13.0,51.2,49.9,0.0,6.0,29.1,0.0,160.8,2.4,12.0
2024-07-24,8.4,14.1,19.7,14.5,50.0,49.1,0.0,8.6,29.9,0.0,89.8,3.3,12.2
2024-07-25,7.3,12.8,17.8,13.2,70.7,69.6,0.0,7.9,27.4,1.0,117.9,3.1,13.8
2024-07-26,6.5,11.5,19.9,12.1,65.7,63.9,0.0,5.2,27.4,0.0,154.8,2.0,13.0
2024-07-27,4.3,9.1,14.7,9.4,69.4,68.9,0.0,7.0,35.8,1.0,104.6,2.9,12.0
2024-07-28,0.9,7.1,14.1,7.7,76.9,74.9,0.0,3.6,20.7,0.0,134.7,1.7,10.8
2024-07-29,-1.6,5.8,15.5,6.5,77.7,75.2,0.0,1.9,16.5,0.0,155.3,1.7,10.5
2024-07-30,-0.9,8.8,17.8,9.3,69.0,67.5,0.0,3.6,20.7,0.0,163.9,2.1,10.9
2024-07-31,4.7,9.9,17.5,10.4,69.2,68.1,0.0,3.8,16.5,0.0,165.1,2.4,11.7
2024-08-01,2.8,9.5,18.1,9.9,60.8,60.4,0.0,5.3,20.7,0.0,156.5,2.4,11.7
2024-08-02,4.0,11.5,21.0,11.8,52.3,51.8,0.0,4.5,24.0,0.0,118.3,2.8,11.9
2024-08-03,3.4,9.7,17.6,10.3,74.0,72.4,0.0,3.0,20.7,0.0,129.9,2.2,12.3
2024-08-04,3.8,9.5,14.8,9.9,72.6,72.1,0.0,3.0,16.5,0.0,67.3,2.1,12.0
2024-08-05,3.2,9.5,15.7,10.0,80.2,78.8,0.0,1.3,11.4,0.0,80.5,1.3,12.6
2024-08-06,0.9,8.4,18.4,9.1,77.9,75.6,0.0,2.9,29.9,0.0,160.7,1.3,11.9
2024-08-07,0.5,9.9,19.5,10.2,70.1,69.0,0.0,3.5,24.9,0.0,158.1,2.3,12.5
2024-08-08,4.7,10.5,17.6,11.0,74.1,72.8,0.0,4.5,22.4,0.0,66.7,2.6,12.3
2024-08-09,1.6,8.3,18.7,9.1,84.6,81.6,0.0,1.2,12.3,0.0,149.2,1.3,12.4
2024-08-10,1.2,9.0,19.6,9.7,71.7,69.6,0.0,1.8,14.0,0.0,184.3,2.0,12.7
2024-08-11,-0.1,10.5,21.9,11.0,68.6,67.2,0.0,2.9,19.8,0.0,170.2,2.5,13.1
2024-08-12,8.9,15.2,24.0,15.4,55.8,55.9,0.0,5.7,27.4,0.0,170.3,3.1,14.8
2024-08-13,8.2,15.6,24.5,15.7,52.3,52.8,0.0,4.5,22.4,0.0,180.8,3.3,15.8
2024-08-14,8.4,16.9,26.9,17.0,47.8,48.6,0.0,3.7,24.0,0.0,173.1,3.5,16.6
2024-08-15,11.8,19.7,26.9,19.7,44.7,45.3,0.0,6.7,30.7,0.0,120.0,3.7,17.8
2024-08-16,11.1,14.1,20.8,14.3,75.5,76.1,0.5,11.8,48.3,7.0,136.7,3.7,16.8
2024-08-17,9.1,12.6,17.2,12.9,81.4,81.1,0.5,11.5,40.0,0.0,122.3,2.7,14.5
2024-08-18,5.7,9.9,17.3,10.5,89.6,88.6,0.0,2.3,12.3,0.2,156.8,1.8,14.8
2024-08-19,5.6,13.2,21.1,13.3,70.4,71.5,0.0,5.6,25.7,0.6,153.6,2.2,14.7
2024-08-20,11.5,16.2,22.8,16.3,63.7,64.1,0.0,11.8,45.8,0.6,169.6,3.2,16.6
2024-08-21,11.2,14.4,18.7,14.6,71.4,71.1,0.0,7.6,28.2,0.0,105.3,3.2,16.0
2024-08-22,6.2,13.3,21.3,13.7,71.3,70.6,0.0,3.7,21.5,0.0,199.4,2.2,16.5
2024-08-23,11.2,18.8,25.4,18.7,49.1,50.2,0.0,7.3,35.8,0.0,91.3,3.2,16.9
2024-08-24,10.7,17.7,25.6,17.7,58.8,59.9,0.0,3.7,21.5,0.0,162.4,3.0,18.0
2024-08-25,11.8,18.4,26.3,18.5,55.2,55.2,0.0,13.3,58.4,0.0,174.6,3.3,19.4
2024-08-26,7.5,14.9,20.6,15.2,69.2,68.7,0.0,7.5,27.4,0.0,156.1,4.5,18.6
2024-08-27,7.3,17.5,26.1,17.6,51.9,52.1,0.0,9.1,36.6,0.0,201.9,2.6,18.0
2024-08-28,8.6,15.4,20.0,15.8,56.8,56.1,0.0,12.4,44.2,0.0,190.8,5.2,18.6
2024-08-29,4.3,15.6,24.5,15.9,59.0,58.4,0.0,7.7,36.6,0.0,218.3,3.4,17.5
2024-08-30,12.8,17.6,21.3,17.8,50.5,49.9,1.4,16.0,48.3,0.0,210.3,4.9,19.3
2024-08-31,10.6,15.7,21.3,15.9,56.9,56.2,0.0,14.5,45.8,0.0,201.5,4.6,18.4
2024-09-01,10.6,16.9,22.3,17.1,48.8,48.5,0.0,13.6,51.7,0.0,191.0,4.5,18.1
2024-09-02,6.0,13.2,17.9,13.5,53.5,53.3,0.0,12.9,51.7,0.4,211.5,5.0,17.9
2024-09-03,1.5,10.5,20.1,10.9,66.4,66.5,0.0,2.9,23.2,0.0,214.9,3.0,16.8
2024-09-04,6.7,18.2,27.1,18.0,32.2,34.0,0.0,7.3,35.0,0.0,213.2,3.5,17.8
2024-09-05,20.3,24.8,29.4,20.4,20.7,22.9,0.0,6.8,27.4,0.0,58.6,5.7,19.8
2024-09-06,11.8,19.3,26.7,19.4,56.7,56.8,0.0,7.9,31.6,0.2,138.8,4.1,21.2
2024-09-07,4.7,12.7,20.6,13.2,68.4,67.7,0.0,3.6,24.0,0.2,232.8,2.7,19.1
2024-09-08,4.2,13.8,22.2,14.2,65.5,64.4,0.0,8.5,35.0,0.0,232.2,3.4,18.5
2024-09-09,6.4,13.8,21.2,14.3,70.9,69.8,0.0,4.3,26.6,0.0,203.6,3.7,19.2
2024-09-10,3.8,13.5,24.2,13.5,69.3,72.8,0.0,2.4,19.0,0.0,215.6,2.8,18.6
2024-09-11,8.1,13.9,21.9,14.0,68.2,68.8,0.0,8.9,37.4,0.0,179.1,3.4,19.3
2024-09-12,4.9,11.6,19.0,12.0,64.1,64.1,0.0,7.6,29.9,0.0,251.2,3.2,17.9
2024-09-13,1.5,11.3,20.1,11.8,68.4,67.6,0.0,4.3,19.0,0.0,238.0,3.4,17.6
2024-09-14,2.3,10.1,16.8,10.6,65.5,64.4,0.0,6.4,27.4,0.0,176.8,3.1,16.9
2024-09-15,1.3,9.1,17.6,9.8,56.9,56.7,0.0,6.1,27.4,0.0,260.5,2.9,16.0
2024-09-16,0.1,9.4,17.9,9.9,63.7,63.5,0.0,4.5,41.7,0.0,251.9,3.4,16.3
2024-09-17,-1.1,9.6,21.5,10.2,66.3,65.5,0.0,2.8,20.7,0.0,273.7,3.1,16.7
2024-09-18,1.8,13.7,26.0,14.2,43.5,42.9,0.0,8.0,45.8,0.0,270.7,3.9,17.3
2024-09-19,3.8,12.6,20.5,13.1,58.2,57.3,0.0,8.4,35.8,0.0,259.6,5.1,17.8
2024-09-20,6.9,13.0,19.7,13.3,68.6,68.0,0.5,10.6,41.7,0.0,181.8,3.7,17.3
2024-09-21,8.4,14.4,20.7,14.7,65.5,65.0,0.0,10.6,35.8,0.0,206.0,3.3,17.8
2024-09-22,6.8,14.8,23.0,15.3,64.6,63.7,0.0,6.1,26.6,0.0,259.0,3.3,18.8
2024-09-23,4.8,14.8,24.7,14.9,64.7,66.0,0.0,3.0,29.1,0.0,226.8,3.8,19.7
2024-09-24,10.9,17.4,25.3,16.9,57.3,62.3,0.0,3.4,29.1,0.4,101.0,3.7,20.0
2024-09-25,7.2,14.7,21.4,14.9,73.4,74.6,0.0,7.1,35.8,0.4,131.6,2.2,19.6
2024-09-26,4.2,11.2,19.2,11.8,56.7,56.7,0.0,6.7,29.9,0.0,282.2,2.7,18.0
2024-09-27,0.1,11.8,22.3,12.0,53.2,56.3,0.0,2.7,17.3,0.0,267.0,3.8,18.7
2024-09-28,7.3,17.1,24.8,16.8,49.0,52.3,0.0,7.5,29.9,1.8,196.4,3.9,18.9
2024-09-29,6.2,15.0,21.0,15.3,68.2,69.1,0.0,6.2,27.4,0.4,196.9,3.8,19.6
2024-09-30,4.5,14.4,22.8,14.6,65.5,65.9,0.0,4.4,23.2,0.0,272.4,3.2,19.3
2024-10-01,5.4,14.1,22.3,14.5,68.3,68.0,0.0,3.8,24.9,0.0,242.7,3.6,19.8
2024-10-02,6.7,15.5,24.3,15.6,57.5,59.8,0.0,3.8,18.2,0.0,291.8,3.9,20.8
2024-10-03,9.3,21.2,30.3,17.2,42.4,45.7,0.0,8.2,45.0,0.2,255.6,4.6,21.9
2024-10-04,11.7,19.1,23.4,19.3,52.8,52.7,0.0,9.5,36.6,0.0,146.1,5.8,22.1
2024-10-05,8.8,16.0,23.1,16.3,63.5,62.7,0.0,10.7,50.9,0.0,208.2,3.3,20.8
2024-10-06,11.2,18.5,25.5,18.8,59.4,58.4,0.0,10.7,34.1,0.0,276.2,4.3,21.5
2024-10-07,8.9,16.9,26.4,17.2,66.4,65.9,0.0,6.5,30.7,0.0,264.5,4.6,22.6
2024-10-08,5.3,11.9,19.5,12.5,53.3,55.9,0.0,4.7,21.5,0.0,316.2,4.4,21.6
2024-10-09,3.6,14.3,24.7,14.1,43.3,48.3,0.0,4.0,17.3,0.0,309.7,4.2,21.3
2024-10-10,7.0,16.3,24.3,16.4,47.6,49.8,0.0,7.8,29.1,0.0,304.2,4.5,22.2
2024-10-11,5.3,14.6,23.3,15.0,56.4,56.9,0.0,6.3,31.6,0.0,308.5,4.9,22.1
2024-10-12,5.9,14.3,25.8,14.4,58.5,62.7,0.0,2.9,21.5,0.0,285.2,4.6,22.4
2024-10-13,7.4,17.6,29.5,16.4,41.7,51.0,0.0,2.7,18.2,0.0,195.8,4.1,22.2
2024-10-14,13.0,20.2,29.0,19.1,48.7,57.5,0.0,3.2,21.5,0.0,205.5,4.0,23.4
2024-10-15,14.9,20.6,26.5,19.9,55.2,61.3,0.0,4.0,26.6,0.0,170.6,3.9,23.8
2024-10-16,11.1,21.3,31.0,20.3,58.9,65.5,0.0,4.5,19.8,1.4,220.6,3.2,23.9
2024-10-17,17.5,22.5,28.8,22.1,73.8,77.1,0.0,7.1,30.7,28.8,125.7,5.0,23.7
2024-10-18,10.5,17.3,21.0,17.4,77.5,78.6,0.0,12.3,44.2,0.8,231.5,2.7,21.5
2024-10-19,8.6,15.7,23.4,15.8,68.5,70.4,0.0,5.5,21.5,0.0,316.2,3.4,20.4
2024-10-20,9.0,16.9,26.6,16.9,68.9,72.9,0.0,2.8,14.8,0.0,305.4,4.6,23.0
2024-10-21,11.4,19.6,29.6,18.7,63.0,70.3,0.0,2.9,14.8,0.0,297.4,4.4,24.4
2024-10-22,14.5,20.2,30.8,19.4,56.4,60.0,0.0,7.3,31.6,0.0,232.6,5.1,25.2
2024-10-23,11.8,16.8,24.7,17.0,63.3,64.9,0.0,7.5,32.4,0.8,305.0,4.3,24.1
2024-10-24,6.7,14.3,21.3,14.6,56.5,57.7,0.0,6.9,30.7,0.0,318.1,4.8,23.2
2024-10-25,6.2,14.3,23.1,14.3,63.1,67.2,0.0,2.7,17.3,0.0,301.0,4.6,23.4
2024-10-26,8.5,18.0,28.4,17.1,47.9,54.7,0.0,4.4,25.7,0.0,237.5,4.1,23.3
2024-10-27,10.9,20.6,30.3,16.8,44.8,48.2,0.0,7.6,31.6,0.0,331.1,4.6,25.0
2024-10-28,7.9,17.1,25.5,17.3,56.7,58.0,0.0,5.8,31.6,0.0,330.3,5.8,25.3
2024-10-29,7.6,17.5,27.7,17.4,53.4,57.1,0.0,2.9,16.5,0.0,347.4,4.9,25.4
2024-10-30,7.3,20.3,30.8,17.2,46.3,49.9,0.0,5.1,29.1,0.0,337.0,5.2,26.3
2024-10-31,8.9,17.7,25.0,17.9,56.6,58.2,0.0,6.4,24.9,0.0,357.9,5.9,26.7
2024-11-01,7.0,14.2,23.5,14.5,58.9,62.1,0.0,4.0,22.4,0.0,338.0,5.2,25.6
2024-11-02,5.6,21.9,31.8,18.8,35.1,39.7,0.0,6.7,29.9,0.0,289.6,4.8,25.3
2024-11-03,14.1,21.3,27.4,21.1,47.3,50.0,0.0,7.2,25.7,0.0,292.6,6.5,27.1
2024-11-04,11.7,18.1,25.5,18.0,54.6,58.6,0.0,4.1,30.7,0.0,322.6,5.2,27.3
2024-11-05,7.9,18.3,25.5,17.4,59.6,68.0,0.0,3.2,19.8,0.0,189.7,4.6,25.4
2024-11-06,15.7,23.0,30.3,20.7,49.3,52.2,0.0,7.6,30.7,0.0,303.3,3.9,26.6
2024-11-07,9.8,17.3,23.9,17.6,60.1,60.3,0.0,7.8,39.1,0.0,173.2,5.3,24.9
2024-11-08,7.9,15.3,23.4,15.7,60.2,60.9,0.0,6.7,45.0,0.0,271.0,3.7,23.5
2024-11-09,4.9,14.3,24.4,13.8,61.4,68.1,0.0,2.3,15.7,0.0,138.9,4.1,22.2
2024-11-10,8.4,18.3,29.4,17.9,57.4,63.1,0.0,3.0,17.3,0.0,349.3,2.8,23.8
2024-11-11,14.2,21.2,30.3,20.2,55.8,65.1,0.0,2.9,22.4,0.0,234.7,5.5,26.2
2024-11-12,16.3,23.1,31.4,22.2,62.6,69.4,0.0,5.3,30.7,0.0,255.7,4.2,27.9
2024-11-13,12.0,18.6,24.8,18.7,56.0,57.4,0.5,10.5,29.9,0.0,358.4,5.5,27.6
2024-11-14,7.9,16.8,24.4,17.1,54.6,56.5,0.0,5.7,25.7,0.0,384.6,5.3,26.8
2024-11-15,6.3,18.5,31.0,17.7,52.1,58.9,0.0,2.9,24.9,0.0,352.9,5.1,26.7
2024-11-16,15.8,25.8,35.3,22.7,27.4,34.3,0.0,6.4,31.6,0.0,311.8,6.1,27.7
2024-11-17,11.7,18.5,23.9,18.8,53.7,54.3,0.0,10.7,41.7,1.0,358.7,6.3,27.0
2024-11-18,10.1,17.5,25.3,17.7,55.4,57.3,0.0,6.6,34.1,0.0,379.4,5.9,26.2
2024-11-19,7.5,17.8,27.0,17.8,51.6,55.1,0.0,4.7,21.5,0.0,384.6,5.7,26.7
2024-11-20,8.5,18.8,29.7,18.2,52.8,59.7,0.0,3.1,19.0,0.0,394.2,5.5,27.2
2024-11-21,8.9,21.7,34.7,19.5,50.3,64.9,0.0,1.7,16.5,0.0,295.2,6.0,27.8
2024-11-22,15.0,27.6,35.5,23.2,39.6,49.2,0.0,4.7,22.4,0.0,303.9,5.2,29.4
2024-11-23,19.9,25.0,35.0,23.1,63.0,67.9,0.0,5.2,29.9,14.6,121.8,6.5,28.2
2024-11-24,18.9,19.8,21.2,20.0,95.7,96.9,0.0,3.2,12.3,17.4,60.9,2.6,24.0
2024-11-25,17.2,20.9,27.2,20.7,89.5,92.8,0.0,2.4,18.2,5.2,149.4,1.2,23.9
2024-11-26,18.4,23.3,30.4,22.9,82.0,85.7,0.0,3.1,31.6,1.2,240.8,2.8,26.1
2024-11-27,17.0,21.4,26.7,21.4,62.0,62.7,0.0,12.6,45.0,0.0,314.8,4.4,26.3
2024-11-28,15.6,19.7,25.9,19.8,67.9,68.9,0.0,7.6,24.0,0.0,273.5,5.9,26.0
2024-11-29,12.9,22.6,31.2,21.4,66.2,74.5,0.0,2.8,29.1,6.0,342.3,4.5,28.4
2024-11-30,14.8,20.0,26.1,20.0,79.6,82.1,0.0,6.6,33.3,5.8,270.7,5.4,26.6
2024-12-01,13.4,19.6,28.3,19.5,70.8,73.0,0.0,5.5,39.1,0.0,319.5,4.4,25.7
2024-12-02,13.5,23.3,32.3,21.7,65.1,71.8,0.0,6.3,27.4,0.0,245.8,5.3,26.7
2024-12-03,13.2,22.5,28.8,21.9,63.6,64.8,0.0,8.9,33.3,0.0,349.2,4.9,28.4
2024-12-04,9.8,20.6,31.6,19.3,57.2,65.8,0.0,2.9,17.3,0.0,381.4,5.9,28.9
2024-12-05,15.0,27.5,40.0,18.6,52.5,66.7,0.0,2.8,22.4,0.0,373.9,5.9,31.5
2024-12-06,20.9,24.2,28.1,23.1,72.2,78.1,0.0,5.4,28.2,7.2,203.8,7.3,29.8
2024-12-07,14.2,24.3,32.7,17.4,64.9,67.7,0.0,8.9,33.3,0.0,385.9,3.8,30.5
2024-12-08,10.9,19.5,27.5,18.9,54.4,59.1,0.0,5.9,21.5,0.0,378.7,6.6,28.8
2024-12-09,14.4,20.5,30.0,19.1,53.1,63.9,0.0,3.1,14.8,0.0,285.8,6.0,29.1
2024-12-10,12.6,20.7,28.6,20.1,49.7,54.0,0.0,7.1,23.2,0.0,398.1,5.2,29.7
2024-12-11,11.1,19.4,28.5,19.0,53.5,56.9,0.0,6.5,27.4,0.0,376.7,6.2,29.2
2024-12-12,11.8,21.9,32.2,17.5,57.4,63.4,0.0,4.7,36.6,0.0,381.8,6.2,30.4
2024-12-13,14.3,22.4,30.7,20.9,57.0,62.0,0.0,4.9,19.0,0.0,386.1,6.2,31.5
2024-12-14,12.9,22.8,34.1,19.1,57.4,66.4,0.0,3.1,20.7,0.0,274.4,6.3,31.2
2024-12-15,14.4,27.1,40.5,20.6,52.8,68.1,0.0,2.6,24.9,0.0,334.0,5.0,33.2
2024-12-16,19.6,31.0,43.0,26.3,38.4,45.1,0.0,9.4,37.4,0.0,268.8,6.6,34.2
2024-12-17,14.8,21.3,27.7,21.2,49.7,51.8,0.0,11.4,35.8,0.0,398.5,8.5,32.3
2024-12-18,11.7,19.9,29.4,19.2,48.1,54.6,0.0,5.0,24.0,0.0,407.4,6.6,30.8
2024-12-19,14.3,24.3,35.2,21.6,40.6,53.8,0.0,4.1,18.2,0.0,405.6,6.4,31.6
2024-12-20,13.3,25.7,36.4,21.8,41.0,48.0,0.0,8.2,40.8,0.0,397.6,7.0,33.0
2024-12-21,12.8,21.0,29.2,20.7,50.1,53.3,0.0,8.3,27.4,0.0,417.8,8.1,31.6
2024-12-22,11.7,18.2,26.3,18.2,52.2,54.5,0.0,9.8,43.3,0.0,408.6,6.8,30.0
2024-12-23,8.5,16.8,23.5,16.8,50.9,54.2,0.0,8.1,35.0,0.0,361.5,6.4,28.2
2024-12-24,9.2,19.2,30.8,18.1,57.8,66.4,0.0,2.4,21.5,0.0,385.8,5.3,29.2
2024-12-25,13.0,25.8,37.1,20.9,42.5,54.5,0.0,4.4,35.8,0.0,367.8,5.9,31.6
2024-12-26,17.0,25.6,35.6,24.0,34.7,39.2,0.0,11.4,45.0,0.0,131.4,7.5,30.3
2024-12-27,11.5,18.4,24.8,18.5,51.8,53.9,0.0,9.0,31.6,0.0,313.0,5.9,27.9
2024-12-28,10.0,18.2,24.9,18.1,62.3,64.2,0.0,7.0,34.1,0.0,257.4,5.1,27.1
2024-12-29,9.3,20.3,30.2,19.4,57.6,64.0,0.0,3.0,34.1,0.0,386.8,4.0,28.9
2024-12-30,12.5,23.5,31.8,19.8,49.0,56.2,0.0,4.7,28.2,0.0,331.2,6.2,30.6
2024-12-31,12.6,25.1,34.1,20.6,46.1,52.1,0.0,5.5,27.4,0.0,426.5,5.8,32.0
2025-01-01,13.3,21.2,30.0,20.6,52.8,55.2,0.0,9.1,29.9,0.0,412.0,7.1,31.2
2025-01-02,11.6,20.2,29.5,17.6,49.4,54.2,0.0,5.7,33.3,0.0,392.3,7.2,30.5
2025-01-03,9.6,22.4,34.4,15.1,48.2,60.4,0.0,2.6,33.3,0.0,404.2,6.1,31.5
2025-01-04,12.1,24.7,37.2,14.7,46.5,59.0,0.0,3.0,24.9,0.0,222.4,6.5,31.0
2025-01-05,22.8,30.1,38.7,18.3,34.0,44.5,0.0,6.3,34.1,0.0,232.0,5.0,32.2
2025-01-06,15.4,19.4,24.7,1.6,73.6,77.4,0.0,7.4,32.4,8.2,184.2,5.6,27.8
2025-01-07,11.3,19.6,28.8,-6.5,51.1,56.9,0.0,6.3,29.1,0.0,386.1,3.8,27.2
2025-01-08,13.3,24.1,35.3,3.9,57.6,68.8,0.0,3.0,24.9,0.0,394.4,5.9,30.4
2025-01-09,17.3,25.0,35.2,20.6,52.0,65.9,0.0,2.5,26.6,0.0,208.9,6.8,30.6
2025-01-10,14.2,26.4,37.7,15.9,51.0,65.5,0.0,2.6,19.8,0.0,383.5,4.2,32.7
2025-01-11,16.0,26.8,38.7,20.2,52.6,65.4,0.0,3.4,23.2,0.0,320.8,6.6,34.0
2025-01-12,17.0,26.9,37.1,22.8,49.0,53.1,0.0,7.1,31.6,0.0,356.4,6.9,34.2
2025-01-13,15.9,28.1,38.5,17.6,43.9,50.4,0.0,6.1,36.6,0.0,387.3,6.8,34.7
2025-01-14,17.9,27.8,39.8,12.4,53.5,62.2,0.0,5.5,29.9,0.0,350.5,8.4,35.8
2025-01-15,14.4,21.8,26.7,16.6,56.3,58.1,0.0,10.3,43.3,0.0,250.3,6.8,32.6
2025-01-16,11.4,19.8,27.4,8.0,54.6,57.0,0.0,7.5,28.2,0.0,344.8,5.2,30.0
2025-01-17,14.3,22.6,31.6,12.6,51.4,58.0,0.0,6.2,27.4,0.0,381.7,5.8,31.0
2025-01-18,15.8,24.4,35.7,7.9,39.2,50.1,0.0,4.7,23.2,0.0,368.3,7.0,32.2
2025-01-19,17.3,26.1,37.1,13.3,45.5,61.4,0.0,2.5,15.7,0.0,295.7,6.8,33.1
2025-01-20,16.1,28.8,38.4,16.9,38.4,52.9,0.0,4.5,34.1,0.0,303.8,5.2,33.8
2025-01-21,17.3,24.9,35.3,5.6,55.0,56.7,0.5,9.6,36.6,0.0,367.6,7.1,34.0
2025-01-22,15.1,23.2,31.1,18.6,49.5,52.1,0.0,7.7,28.2,0.0,362.4,7.4,32.7
2025-01-23,13.7,19.7,25.9,2.3,46.7,52.4,0.0,6.7,33.3,0.0,244.3,6.2,30.2
2025-01-24,10.5,20.6,29.9,7.2,50.5,53.6,0.0,6.8,24.9,0.0,377.2,4.9,29.5
2025-01-25,12.5,24.6,33.8,22.7,44.8,50.8,0.0,4.5,19.8,0.0,366.9,6.3,31.6
2025-01-26,15.7,25.1,36.5,16.8,53.2,62.8,0.0,3.0,19.0,0.0,324.1,6.4,32.7
2025-01-27,19.2,29.9,43.6,20.6,40.8,44.9,0.0,10.3,35.8,0.0,345.2,6.4,34.5
2025-01-28,16.6,22.6,30.6,-3.8,48.6,50.0,0.5,9.3,29.1,0.0,384.9,9.0,32.9
2025-01-29,13.2,20.3,28.6,1.6,48.4,50.1,0.0,7.6,29.1,0.0,348.0,6.8,31.3
2025-01-30,12.2,20.4,28.9,14.0,45.8,48.2,0.0,7.2,24.0,0.0,358.7,6.3,30.3
2025-01-31,12.4,21.7,31.9,12.6,46.5,51.8,0.0,5.0,20.7,0.0,343.1,6.2,30.2
2025-02-01,15.4,27.6,40.8,19.7,42.2,53.4,0.0,4.3,19.0,0.0,373.6,6.3,32.2
2025-02-02,20.1,29.9,42.6,25.6,39.9,49.8,0.0,4.5,32.4,0.0,324.8,7.1,34.5
2025-02-03,20.9,29.3,40.7,27.4,55.4,63.8,0.0,5.9,50.9,2.8,310.2,7.3,35.7
2025-02-04,20.2,28.6,38.7,26.7,56.1,61.9,0.0,6.8,29.9,0.0,349.8,6.5,33.9
2025-02-05,16.2,23.7,33.4,17.7,49.6,53.1,0.0,6.1,24.9,0.0,301.8,7.8,32.9
2025-02-06,13.7,26.8,40.0,18.1,46.9,55.7,0.0,3.4,25.7,0.0,331.6,5.5,33.1
2025-02-07,17.4,24.8,33.5,23.8,52.7,53.9,0.0,8.8,30.7,0.0,335.9,7.1,33.8
2025-02-08,15.4,22.7,30.9,12.4,46.8,48.7,0.0,7.3,29.9,0.0,355.5,6.7,32.5
2025-02-09,14.3,22.2,31.4,12.7,51.5,53.8,0.0,5.9,32.4,0.0,325.5,6.3,31.7
2025-02-10,13.7,24.7,35.3,17.0,52.1,57.2,0.0,3.9,19.8,0.0,339.3,6.1,32.6
2025-02-11,17.9,27.3,38.6,6.6,42.1,50.2,0.0,3.6,17.3,0.0,342.1,6.1,33.7
2025-02-12,17.5,29.8,41.1,9.9,35.6,42.7,0.0,3.8,19.0,0.0,339.0,6.7,34.7
2025-02-13,18.1,25.1,28.4,10.8,47.9,49.1,0.0,7.9,29.9,0.0,129.2,7.0,32.4
2025-02-14,13.9,19.9,27.7,-1.7,60.6,60.6,0.0,8.2,37.4,0.0,251.1,3.5,29.4
2025-02-15,11.0,17.2,24.5,-15.9,53.1,53.4,0.0,9.0,45.0,0.0,247.2,4.9,27.5
2025-02-16,7.2,15.4,24.6,5.6,50.7,52.5,0.0,4.2,23.2,0.0,347.4,4.5,26.8
2025-02-17,9.3,18.2,28.4,16.5,44.1,49.8,0.0,3.3,24.0,0.0,334.7,5.3,27.8
2025-02-18,9.6,20.8,29.1,15.5,41.7,44.4,0.0,7.1,33.3,0.0,334.0,5.2,28.9
2025-02-19,10.3,18.4,26.9,12.4,49.9,50.4,0.0,6.7,28.2,0.0,323.5,5.8,28.3
2025-02-20,10.5,18.4,28.4,13.7,52.6,53.4,0.0,4.8,24.0,0.0,327.3,5.6,28.1
2025-02-21,8.7,21.3,35.5,8.7,49.1,55.3,0.0,2.2,14.8,0.0,333.0,5.0,28.8
2025-02-22,14.2,28.5,41.5,3.5,30.7,35.8,0.0,5.7,37.4,0.0,295.8,5.8,30.8
2025-02-23,15.6,23.7,31.0,8.9,48.3,48.2,0.0,8.8,28.2,0.0,327.0,7.8,31.7
2025-02-24,11.1,20.3,30.3,-1.6,58.2,58.3,0.0,4.0,21.5,0.0,308.6,5.8,30.0
2025-02-25,11.3,22.4,34.9,21.8,51.8,55.4,0.0,2.6,19.8,0.0,292.9,5.4,30.6
2025-02-26,12.6,26.1,38.8,25.4,44.0,47.8,0.0,5.3,52.6,0.0,305.3,4.9,31.4
2025-02-27,16.2,25.1,35.9,24.6,52.3,54.9,0.0,4.5,24.0,0.0,269.5,6.9,32.1
2025-02-28,18.7,26.2,35.4,25.5,44.2,48.9,0.0,4.5,29.1,0.0,253.5,5.2,32.2
2025-03-01,14.3,21.5,29.5,21.5,58.5,59.8,0.0,4.5,25.7,0.0,166.9,5.5,30.2
2025-03-02,13.2,20.4,27.8,20.7,58.7,58.7,0.0,5.7,27.4,0.0,290.7,3.5,28.9
2025-03-03,11.8,19.7,30.5,19.9,46.8,47.9,0.0,4.7,29.1,0.0,301.1,5.4,28.8
2025-03-04,7.8,20.5,36.4,19.9,47.9,52.2,0.0,2.5,15.7,0.0,415.3,4.8,27.2
