Date,Air Temp degC - min,Air Temp degC - ave,Air Temp degC - max,Air Temp (Canopy) degC - ave,Humidity % - ave,Humidity (Canopy) % - ave,Wind Speed km/h - min,Wind Speed km/h - ave,Wind Speed km/h - max,Rainfall mm - raw,Solar Radiation W/m^2 - ave,ETo mm - computed,Soil Temp degC - ave
2023-11-28,13.5,15.7,17.8,8.9,89.9,94.3,0.0,7.7,29.9,14.4,83.2,5.5,22.0
2023-11-29,14.7,18.9,25.6,12.7,78.3,79.4,0.0,9.4,31.6,0.2,221.4,1.4,21.6
2023-11-30,13.7,20.4,27.7,13.6,62.1,66.9,0.0,6.3,26.6,0.0,367.9,4.1,25.5
2023-12-01,13.1,20.4,28.7,13.5,58.9,63.6,0.0,6.5,32.4,0.0,357.4,5.7,28.1
2023-12-02,14.0,18.5,24.7,11.9,68.6,70.0,0.0,8.0,32.4,0.0,262.0,5.4,27.0
2023-12-03,9.8,19.4,29.8,12.7,57.6,65.6,0.0,3.0,17.3,0.0,387.2,4.4,28.1
2023-12-04,14.8,27.8,39.1,14.2,34.3,42.4,0.0,5.9,29.1,0.0,360.4,6.0,30.9
2023-12-05,16.4,23.8,34.0,9.4,50.1,55.2,0.0,6.0,29.1,0.0,219.0,7.4,30.6
2023-12-06,13.7,23.9,35.7,5.2,50.3,61.4,0.0,3.5,26.6,0.0,302.8,5.0,30.3
2023-12-07,18.8,25.1,29.7,12.4,44.4,55.5,0.0,6.5,40.8,0.0,118.0,5.8,29.3
2023-12-08,22.0,29.6,35.8,16.4,39.7,46.7,0.0,7.4,41.7,0.0,112.4,4.5,29.3
2023-12-09,16.5,19.1,22.0,4.7,72.2,72.7,0.0,9.1,29.1,0.0,123.7,4.4,27.2
2023-12-10,14.8,18.4,23.1,5.0,67.0,68.7,0.0,9.4,28.2,0.0,160.0,2.6,24.9
2023-12-11,17.6,25.5,37.7,13.2,62.2,68.2,0.0,9.2,39.1,2.4,228.1,3.5,26.7
2023-12-12,18.8,23.2,27.7,9.2,79.0,82.3,0.0,5.4,22.4,2.4,163.6,5.6,26.3
2023-12-13,14.8,23.8,33.4,10.1,57.8,60.3,0.0,10.4,50.9,0.0,307.9,3.0,27.9
2023-12-14,14.2,20.5,27.2,3.8,64.6,64.8,0.0,8.7,30.7,0.0,306.8,6.8,28.1
2023-12-15,10.8,19.3,27.2,4.4,57.6,58.1,0.0,7.5,31.6,0.0,368.9,4.9,28.1
2023-12-16,10.7,18.7,26.4,4.3,55.9,56.6,0.0,7.2,32.4,0.0,391.8,5.9,28.4
2023-12-17,8.4,20.0,31.3,2.0,55.9,63.7,0.0,2.8,19.0,0.0,380.5,5.8,29.3
2023-12-18,17.0,25.4,32.5,9.6,42.8,53.9,0.0,6.2,29.1,0.0,136.0,6.2,29.0
2023-12-19,14.1,19.5,25.2,4.4,52.2,53.6,0.5,11.5,36.6,0.0,361.3,4.2,28.5
2023-12-20,7.7,17.5,24.7,3.4,45.7,48.2,0.0,8.1,30.7,0.0,407.3,6.1,27.6
2023-12-21,10.1,19.5,28.5,2.1,54.1,58.5,0.0,7.4,29.1,0.0,396.5,6.1,28.5
2023-12-22,13.7,23.1,32.3,4.7,52.5,62.4,0.0,4.9,34.1,0.0,331.1,6.4,30.0
2023-12-23,17.6,24.8,33.6,13.7,41.1,50.1,0.0,6.8,42.5,0.0,345.5,6.2,31.1
2023-12-24,14.3,19.5,26.2,3.7,60.0,59.7,0.5,12.8,40.8,0.0,380.2,6.9,30.5
2023-12-25,13.3,14.7,15.8,-2.3,87.7,88.6,1.4,16.1,43.3,10.2,64.6,6.0,23.9
2023-12-26,15.3,19.7,25.4,9.3,77.1,77.9,1.4,11.0,35.8,0.0,296.8,1.4,23.7
2023-12-27,14.3,19.9,27.3,11.9,75.1,77.2,0.0,6.4,24.0,0.0,300.3,4.6,26.0
2023-12-28,13.2,20.9,29.5,13.0,72.0,79.3,0.0,4.0,17.3,1.6,310.5,4.8,28.2
2023-12-29,12.8,21.0,28.0,20.6,60.9,67.5,0.0,8.6,33.3,0.2,365.3,5.1,28.5
2023-12-30,10.4,17.2,24.2,17.2,60.5,63.7,0.0,8.0,28.2,0.0,335.4,5.8,27.1
2023-12-31,10.7,19.0,27.2,18.7,54.5,61.3,0.0,5.5,26.6,0.0,422.6,5.3,28.0
2024-01-01,12.1,23.7,32.1,22.1,51.5,63.8,0.0,4.4,25.7,0.0,360.6,6.3,30.3
2024-01-02,17.6,26.1,35.8,25.4,51.0,55.6,0.0,7.1,29.1,0.0,367.0,5.9,32.0
2024-01-03,16.3,21.8,28.1,21.2,72.4,78.4,0.0,4.3,24.0,0.2,109.7,6.9,29.3
2024-01-04,19.0,26.2,33.7,25.0,64.1,72.0,0.0,5.2,20.7,0.0,324.2,2.5,30.4
2024-01-05,21.1,27.5,36.8,25.2,52.4,67.3,0.0,3.9,18.2,0.0,256.8,6.4,32.4
2024-01-06,20.5,23.6,29.2,22.9,81.1,87.2,0.0,4.5,26.6,8.6,92.5,5.3,29.8
2024-01-07,18.4,24.0,32.2,23.9,83.3,85.8,0.0,6.3,42.5,1.2,218.6,1.8,28.0
2024-01-08,17.2,21.5,27.4,21.6,72.7,74.8,0.5,9.7,29.9,0.0,302.7,4.2,28.2
2024-01-09,15.0,23.2,32.4,22.4,61.6,68.9,0.0,4.1,23.2,0.0,381.1,5.1,30.9
2024-01-10,14.3,23.4,32.9,22.9,55.3,59.7,0.0,6.7,28.2,0.0,384.4,6.4,32.1
2024-01-11,13.7,23.4,34.2,22.0,54.6,65.4,0.0,3.7,16.5,0.0,386.5,6.8,32.5
2024-01-12,14.5,28.3,39.7,25.1,47.1,64.3,0.0,3.6,22.4,0.0,369.7,6.4,34.1
2024-01-13,20.3,28.4,36.3,26.7,40.5,49.5,0.0,7.6,34.1,0.0,331.8,7.4,35.0
2024-01-14,16.5,22.7,30.3,21.9,49.3,56.1,0.0,7.9,28.2,0.0,289.1,7.4,32.5
2024-01-15,18.1,27.1,36.9,25.2,52.3,65.3,0.0,5.8,26.6,0.0,347.1,6.0,33.4
2024-01-16,19.0,25.9,34.6,24.9,73.8,81.0,0.0,5.3,34.1,7.8,241.3,6.8,33.1
2024-01-17,12.5,17.6,22.7,17.7,73.0,76.5,0.0,9.1,30.7,10.2,278.8,4.3,25.9
2024-01-18,10.9,18.1,25.4,18.1,62.6,65.8,0.5,7.8,27.4,0.0,400.3,4.4,25.8
2024-01-19,9.2,18.4,28.8,17.6,63.4,73.3,0.0,2.4,16.5,0.0,366.8,5.5,27.5
2024-01-20,16.5,27.6,38.3,25.7,35.8,45.4,0.0,7.2,29.1,0.0,363.3,5.6,30.3
2024-01-21,14.5,21.4,29.1,21.3,57.2,59.7,0.0,8.3,26.6,0.0,378.4,7.9,31.0
2024-01-22,14.2,21.3,31.3,20.2,52.2,62.1,0.0,4.7,22.4,0.0,378.9,6.5,30.7
2024-01-23,15.0,27.1,38.9,24.2,39.8,53.8,0.0,4.5,19.0,0.0,370.0,6.3,32.2
2024-01-24,21.5,26.2,30.3,24.8,60.7,70.2,0.0,2.9,34.1,0.0,92.8,7.2,31.2
2024-01-25,15.2,21.8,31.1,21.4,65.6,70.4,0.0,6.1,32.4,0.6,238.1,2.4,30.6
2024-01-26,14.4,19.4,25.3,19.4,63.1,65.4,0.0,9.0,35.0,0.0,328.6,4.6,28.6
2024-01-27,11.0,19.0,27.3,19.2,60.9,63.0,0.0,6.5,29.9,0.0,377.8,5.2,28.9
2024-01-28,11.6,20.4,30.5,19.7,63.9,71.6,0.0,2.5,16.5,0.0,366.5,5.8,30.0
2024-01-29,13.5,25.4,35.7,24.0,49.7,58.1,0.0,5.4,32.4,0.0,364.2,5.7,32.0
2024-01-30,15.0,22.7,33.4,22.6,55.9,58.7,0.0,8.2,29.1,0.0,372.0,7.1,32.2
2024-01-31,11.5,20.1,29.2,20.2,55.3,57.5,0.5,8.6,28.2,0.0,376.4,7.0,30.5
2024-02-01,13.9,21.8,31.6,21.8,57.8,60.2,0.0,8.3,29.1,0.0,371.7,6.5,30.7
2024-02-02,13.9,21.8,31.3,21.6,59.8,63.5,0.0,5.6,23.2,0.0,354.0,7.8,30.7
2024-02-03,12.3,24.3,37.3,22.7,55.3,65.1,0.0,2.6,17.3,0.0,361.5,5.9,31.9
2024-02-04,15.2,29.2,41.1,26.9,39.9,50.0,0.0,5.2,29.9,0.0,355.1,6.4,33.4
2024-02-05,14.8,20.9,25.6,21.0,54.2,55.6,0.0,9.8,36.6,0.0,290.9,8.0,32.2
2024-02-06,10.9,19.2,26.9,19.5,48.1,49.6,0.0,8.7,34.1,0.0,367.6,5.3,29.4
2024-02-07,11.5,20.3,28.3,20.5,53.2,55.1,0.0,6.4,29.1,0.0,360.8,6.0,29.4
2024-02-08,12.0,21.7,30.8,21.7,49.0,51.9,0.0,6.3,24.9,0.0,358.3,6.0,29.9
2024-02-09,13.1,23.0,32.9,22.8,49.0,52.1,0.0,6.7,26.6,0.0,352.7,6.4,30.4
2024-02-10,14.9,23.0,31.9,22.8,47.2,51.4,0.0,5.4,21.5,0.0,350.7,6.8,31.1
2024-02-11,12.5,25.0,37.1,23.3,46.3,55.7,0.0,2.2,19.0,0.0,349.0,5.9,32.1
2024-02-12,15.0,26.6,39.2,24.9,49.4,57.4,0.0,3.3,24.9,0.0,336.9,6.1,33.1
2024-02-13,17.0,27.3,40.7,26.6,46.4,48.9,0.0,11.2,54.2,0.0,328.2,6.7,33.9
2024-02-14,11.8,18.5,25.0,19.0,49.9,51.5,0.0,6.7,28.2,0.0,346.8,8.1,30.8
2024-02-15,9.2,19.2,28.3,18.7,45.6,52.1,0.0,4.2,19.0,0.0,339.8,5.4,29.4
2024-02-16,11.5,21.4,31.9,20.4,47.7,56.2,0.0,3.6,18.2,0.0,338.2,5.4,29.9
2024-02-17,12.1,24.0,35.6,22.2,47.0,58.4,0.0,2.9,19.8,0.0,329.0,5.6,31.0
2024-02-18,13.3,24.7,34.5,22.8,41.4,53.9,0.0,3.6,23.2,0.0,305.7,5.8,31.5
2024-02-19,13.6,23.3,34.2,21.9,51.3,61.4,0.0,2.9,15.7,0.0,315.5,5.7,31.6
2024-02-20,13.1,25.0,34.2,22.3,42.5,57.7,0.0,4.1,24.9,0.0,212.4,5.4,30.9
2024-02-21,21.9,29.0,38.6,26.1,35.9,49.4,0.0,4.2,19.0,0.0,301.8,5.3,32.6
2024-02-22,17.6,30.3,40.8,24.8,39.6,42.6,0.0,10.5,42.5,0.0,290.6,6.5,33.8
2024-02-23,13.7,18.4,24.3,18.7,56.3,56.7,0.5,9.3,35.0,0.0,255.5,7.9,30.4
2024-02-24,8.3,17.5,28.4,17.7,55.5,58.2,0.0,3.8,20.7,0.0,327.1,4.4,28.4
2024-02-25,8.4,22.1,34.1,21.6,46.4,50.1,0.0,3.9,20.7,0.0,320.9,5.0,29.2
2024-02-26,16.5,22.0,29.7,21.7,55.1,59.2,0.0,4.0,17.3,0.0,202.7,6.3,29.7
2024-02-27,17.8,27.3,38.0,25.6,38.1,46.0,0.0,3.7,24.0,0.0,300.0,3.9,31.3
2024-02-28,20.7,30.2,42.7,19.9,32.9,36.5,0.0,9.3,44.2,0.0,222.3,6.7,32.1
2024-02-29,16.6,23.4,32.0,15.0,58.5,60.6,0.0,4.3,19.0,0.0,258.9,6.7,31.9
2024-03-01,15.7,23.7,33.8,22.3,52.7,53.7,0.0,6.3,24.9,0.0,273.7,4.9,31.6
2024-03-02,15.9,20.9,27.9,21.1,55.4,57.0,0.0,5.8,27.4,0.0,263.1,5.4,30.8
2024-03-03,11.1,19.2,27.6,19.5,49.2,50.3,0.0,5.6,22.4,0.0,304.4,4.8,29.1
2024-03-04,11.2,18.4,29.1,18.5,52.2,55.8,0.0,3.9,18.2,0.0,289.8,5.2,28.5
2024-03-05,7.5,21.4,35.3,20.2,42.4,49.0,0.0,1.7,16.5,0.0,296.8,4.6,28.8
2024-03-06,16.0,25.8,35.8,19.9,38.7,44.2,0.0,3.9,22.4,0.0,249.0,5.1,30.2
2024-03-07,16.5,24.2,33.9,14.2,53.7,55.6,0.0,4.0,20.7,0.0,275.9,5.6,30.9
2024-03-08,14.0,25.3,37.2,14.6,43.8,51.6,0.0,2.4,15.7,0.0,279.4,5.1,31.3
2024-03-09,18.4,30.1,40.2,18.1,33.3,38.4,0.0,4.8,24.0,0.0,258.4,5.3,32.3
2024-03-10,21.9,30.2,37.8,18.9,32.0,36.2,0.0,4.6,24.0,0.0,278.9,6.2,33.3
2024-03-11,19.2,29.0,38.8,19.2,35.6,39.9,0.0,3.8,27.4,0.0,256.6,6.1,33.0
2024-03-12,18.5,29.8,40.4,19.7,35.4,39.5,0.0,3.5,27.4,0.0,260.0,5.5,33.2
2024-03-13,21.2,27.5,35.8,18.7,47.2,47.8,0.0,5.7,22.4,0.0,239.3,5.9,33.3
2024-03-14,17.0,21.0,23.3,17.3,68.7,67.4,0.0,5.0,22.4,0.2,95.8,5.5,30.0
2024-03-15,15.3,20.3,26.2,9.3,66.5,68.9,0.0,3.6,19.8,0.2,159.6,2.4,27.5
2024-03-16,17.0,24.1,33.3,11.1,67.3,73.3,0.0,3.6,35.0,10.4,239.1,2.9,28.9
2024-03-17,20.0,23.6,30.4,11.2,73.5,76.7,0.0,4.9,29.1,0.0,211.6,4.7,27.5
2024-03-18,17.6,25.8,33.9,10.4,63.0,66.9,0.0,3.9,21.5,0.0,274.8,4.1,28.9
2024-03-19,16.4,21.7,28.3,9.6,64.3,64.1,0.5,9.3,31.6,0.0,229.5,5.2,29.4
2024-03-20,10.3,16.2,22.0,7.8,51.3,52.3,0.0,6.4,26.6,0.0,279.0,4.6,26.2
2024-03-21,7.9,14.8,23.7,10.7,49.8,52.0,0.0,4.5,24.0,0.0,279.7,4.5,24.3
2024-03-22,7.0,17.5,26.9,11.8,50.4,51.8,0.0,4.4,20.7,0.0,272.0,4.1,24.4
2024-03-23,11.1,18.1,25.6,18.4,54.2,54.7,0.0,6.5,28.2,0.0,267.1,4.8,24.9
2024-03-24,8.5,16.0,23.7,16.4,57.0,57.6,0.0,6.0,29.1,0.0,276.6,4.5,24.2
2024-03-25,7.6,16.3,26.2,16.5,65.8,66.7,0.0,3.1,19.0,0.0,260.6,4.2,24.3
2024-03-26,9.4,17.1,25.7,17.4,65.9,65.6,0.0,4.2,19.8,0.0,261.8,4.0,24.5
2024-03-27,9.6,17.6,25.9,17.9,62.3,63.1,0.0,4.1,19.8,0.0,256.1,4.1,24.5
2024-03-28,10.4,17.0,26.1,17.4,59.5,60.6,0.0,4.0,19.0,0.0,253.2,4.3,24.5
2024-03-29,5.9,17.8,32.2,17.4,59.9,64.5,0.0,1.4,13.1,0.0,243.7,3.9,24.6
2024-03-30,13.1,22.8,34.4,21.7,46.3,53.7,0.0,2.1,16.5,0.0,225.6,4.2,26.4
2024-03-31,14.7,24.9,36.0,23.9,52.5,58.1,0.0,2.9,23.2,0.0,216.5,4.2,28.1
2024-04-01,15.6,21.3,27.9,21.2,80.3,82.3,0.0,5.6,31.6,14.8,92.0,4.5,26.4
2024-04-02,11.8,16.3,21.2,16.5,73.2,73.7,0.0,8.8,36.6,0.4,183.7,5.2,20.7
2024-04-03,8.5,14.6,20.8,14.9,75.4,75.8,0.0,3.0,23.2,0.0,161.7,2.8,20.0
2024-04-04,9.8,15.6,21.9,15.9,68.9,70.1,0.0,4.2,21.5,0.0,198.9,2.6,21.0
2024-04-05,8.5,16.6,23.7,16.7,60.4,62.2,0.0,4.8,19.8,0.0,236.2,3.2,21.4
2024-04-06,12.1,18.0,24.5,18.0,64.8,65.9,0.0,5.6,23.2,0.0,144.1,3.8,22.6
2024-04-07,11.7,16.6,22.5,16.8,67.3,67.6,0.0,7.5,29.1,0.0,199.5,7.4,22.0
2024-04-08,8.0,15.0,22.2,15.3,70.0,69.9,0.0,5.4,31.6,0.0,188.4,3.2,21.3
2024-04-09,8.1,13.5,19.5,13.7,64.6,65.3,0.0,6.3,25.7,0.0,166.0,3.2,20.3
2024-04-10,4.8,13.4,20.5,13.7,68.2,68.2,0.0,4.3,22.4,0.0,175.3,2.7,19.1
2024-04-11,7.8,14.1,21.1,14.4,71.1,71.4,0.0,3.7,19.8,0.0,156.2,2.8,19.4
2024-04-12,6.7,13.0,20.5,13.4,70.9,70.8,0.0,3.2,22.4,0.0,186.4,2.6,19.1
2024-04-13,4.5,12.3,21.2,12.8,73.8,73.7,0.0,2.0,14.8,0.0,219.9,2.8,19.4
2024-04-14,4.6,13.4,24.0,13.5,69.7,71.4,0.0,1.5,14.0,0.0,201.3,3.0,19.6
2024-04-15,6.4,14.7,25.3,14.7,68.7,70.9,0.0,2.0,19.8,0.0,201.8,2.9,20.3
2024-04-16,8.1,15.8,23.5,16.1,69.0,69.3,0.0,3.4,16.5,0.0,191.2,3.3,20.9
2024-04-17,8.1,14.4,20.5,14.7,70.1,69.9,0.0,5.5,33.3,0.0,198.6,3.1,20.1
2024-04-18,7.8,13.9,19.6,14.2,70.9,70.8,0.0,6.5,27.4,0.0,168.7,3.1,19.4
2024-04-19,10.3,14.8,19.4,15.1,68.3,68.6,0.0,6.8,29.1,0.4,160.3,3.0,19.7
2024-04-20,7.9,13.8,21.9,14.3,66.3,66.0,0.0,4.5,21.5,0.0,206.1,2.7,19.0
2024-04-21,3.5,12.1,22.6,12.4,73.0,73.2,0.0,1.8,15.7,0.0,204.4,3.0,18.8
2024-04-22,1.8,14.0,26.5,13.6,59.4,62.6,0.0,2.3,17.3,0.0,202.0,2.9,18.6
2024-04-23,6.5,17.6,28.4,17.5,53.2,54.3,0.0,8.4,36.6,0.0,170.1,3.5,19.5
2024-04-24,5.4,12.4,18.7,12.7,64.3,64.3,0.0,5.3,24.9,0.0,188.5,3.9,19.2
2024-04-25,3.5,11.9,20.2,12.4,74.2,73.3,0.0,4.8,23.2,0.0,134.1,2.8,18.0
2024-04-26,4.4,10.5,17.8,11.0,76.0,75.2,0.0,3.1,21.5,0.0,167.1,2.3,17.6
2024-04-27,0.4,10.2,20.0,10.5,71.7,72.7,0.0,1.6,15.7,0.0,187.2,2.3,17.0
2024-04-28,2.5,12.1,23.6,12.4,62.6,63.5,0.0,2.5,19.8,0.0,178.1,2.5,17.5
2024-04-29,7.4,15.1,22.5,15.3,62.4,63.0,0.0,4.2,22.4,0.0,131.1,2.9,18.2
2024-04-30,5.8,11.4,17.5,11.9,60.1,59.9,0.0,6.0,25.7,0.0,187.0,2.8,18.2
2024-05-01,4.7,11.9,19.8,12.2,67.4,67.2,0.0,5.3,22.4,0.0,181.4,2.8,16.9
2024-05-02,8.4,14.0,22.3,14.0,60.1,62.7,0.0,5.8,19.8,0.0,138.1,3.2,17.5
2024-05-03,7.2,13.2,21.1,13.5,65.4,65.7,0.0,3.8,21.5,0.0,165.6,2.7,17.6
2024-05-04,8.8,14.8,22.1,15.1,68.2,68.4,0.0,3.4,24.9,0.0,147.4,2.6,18.3
2024-05-05,7.6,14.6,23.3,14.7,59.4,61.5,0.0,3.1,22.4,0.0,163.7,2.6,18.2
2024-05-06,6.8,13.0,22.2,13.5,71.9,70.5,0.0,3.1,19.0,0.0,162.1,2.9,18.0
2024-05-07,5.6,13.2,23.0,13.4,66.3,67.8,0.0,2.8,18.2,0.0,168.0,2.6,17.5
2024-05-08,7.0,13.6,23.0,13.7,60.3,62.8,0.0,3.0,18.2,0.0,155.5,2.8,17.4
2024-05-09,6.3,13.2,22.6,13.3,68.4,69.8,0.0,2.0,12.3,0.0,121.0,2.6,17.1
2024-05-10,6.1,13.6,21.9,13.9,70.3,69.8,0.0,3.6,19.0,0.0,157.4,2.1,17.0
2024-05-11,10.0,14.2,19.7,14.6,81.6,80.9,0.0,4.9,20.7,0.0,91.6,2.7,17.8
2024-05-12,9.8,14.0,21.9,14.5,81.0,79.8,0.0,3.4,17.3,0.0,148.6,1.8,18.2
2024-05-13,4.5,12.4,22.1,12.8,77.5,76.5,0.0,2.0,19.8,0.0,151.7,2.3,17.6
2024-05-14,5.2,11.0,19.8,11.5,81.8,80.4,0.0,1.4,12.3,0.0,144.4,2.4,17.2
2024-05-15,2.4,11.8,21.5,11.9,69.7,71.6,0.0,1.5,10.6,0.0,147.9,2.1,16.5
2024-05-16,3.6,11.2,21.7,11.4,72.5,73.6,0.0,1.0,11.4,0.0,140.4,2.3,16.7
2024-05-17,4.3,12.5,21.5,12.9,71.9,71.5,0.0,4.4,25.7,0.0,152.2,2.2,16.4
2024-05-18,3.1,8.8,15.9,9.4,71.0,69.8,0.0,4.4,25.7,0.0,159.4,2.6,15.9
2024-05-19,-0.2,9.6,15.8,9.9,75.3,74.2,0.0,4.9,25.7,0.0,60.8,2.1,14.1
2024-05-20,9.4,13.1,17.8,13.4,72.5,72.7,0.0,5.0,23.2,0.0,129.4,1.5,15.8
2024-05-21,2.0,7.8,13.7,8.4,85.8,83.7,0.0,3.0,18.2,0.2,65.7,2.0,14.7
2024-05-22,-0.3,6.7,16.4,7.4,80.8,78.9,0.0,1.5,13.1,0.0,149.1,1.1,13.5
2024-05-23,-0.1,7.7,17.9,8.3,78.0,77.1,0.0,1.1,10.6,0.0,133.0,2.0,13.4
2024-05-24,2.3,8.2,17.3,8.7,78.2,77.8,0.0,1.4,12.3,0.0,102.3,1.9,13.3
2024-05-25,0.4,7.7,18.3,8.2,78.3,77.4,0.0,1.2,13.1,0.0,130.8,1.6,13.3
2024-05-26,-0.7,9.8,21.1,9.9,69.5,70.4,0.0,1.6,13.1,0.0,156.2,2.0,13.2
2024-05-27,1.1,11.3,23.1,11.2,65.7,67.0,0.0,1.6,14.0,0.0,141.7,2.2,13.8
2024-05-28,2.3,12.0,21.7,11.9,56.1,57.7,0.0,3.4,17.3,0.0,140.8,2.4,14.2
2024-05-29,6.7,14.4,23.3,14.3,49.6,51.1,0.0,6.3,23.2,0.0,137.9,2.8,14.5
2024-05-30,10.7,14.8,18.9,14.9,75.9,76.7,0.0,7.2,29.9,11.2,16.1,3.6,14.8
2024-05-31,5.9,11.3,17.5,11.6,83.1,82.6,0.0,5.4,26.6,0.8,118.9,0.9,13.4
2024-06-01,1.9,8.2,15.4,8.8,85.1,84.3,0.0,2.3,19.0,0.0,136.9,1.7,12.2
2024-06-02,0.5,6.7,13.7,7.3,81.4,80.2,0.0,3.2,23.2,0.2,151.5,1.8,11.0
2024-06-03,-1.5,5.4,11.5,5.8,83.0,82.3,0.0,2.1,12.3,0.0,73.8,1.9,9.5
2024-06-04,5.5,9.0,14.6,9.4,75.7,75.9,0.0,2.0,17.3,0.0,67.8,1.2,10.6
2024-06-05,4.9,10.5,17.3,10.9,74.4,73.8,0.0,3.4,19.0,0.0,126.6,1.3,12.2
2024-06-06,7.3,11.0,16.4,11.4,81.4,80.7,0.0,4.7,22.4,0.0,123.8,2.1,13.2
2024-06-07,2.1,9.0,16.3,9.5,85.6,83.9,0.0,3.8,21.5,0.2,127.9,1.7,12.6
2024-06-08,4.3,9.4,14.7,9.8,86.1,85.3,0.0,3.6,19.0,0.2,72.3,1.8,12.4
2024-06-09,6.7,12.2,18.8,12.7,76.1,75.0,0.0,2.9,18.2,0.0,114.0,1.3,13.8
2024-06-10,7.9,14.0,19.8,14.2,65.3,65.0,0.0,3.9,17.3,0.0,82.5,1.9,14.4
2024-06-11,10.3,16.3,21.5,16.5,59.1,58.4,0.5,9.7,40.0,0.2,62.2,2.5,15.4
2024-06-12,4.7,11.8,17.9,12.3,76.6,75.1,0.0,5.3,26.6,0.0,128.0,2.1,15.0
2024-06-13,5.5,10.3,14.9,10.6,76.9,76.8,0.0,3.2,16.5,0.0,40.7,2.0,13.7
2024-06-14,9.4,12.4,18.3,12.7,88.9,89.6,0.0,4.3,19.8,6.2,89.1,1.3,14.4
2024-06-15,6.8,10.0,11.5,10.3,96.8,97.2,0.0,4.7,18.2,2.6,34.9,1.4,13.6
2024-06-16,2.0,7.0,13.4,7.6,86.0,84.5,0.0,2.6,20.7,0.2,131.7,0.8,11.4
2024-06-17,-0.6,6.0,13.4,6.7,86.7,84.1,0.0,1.2,10.6,0.0,127.4,1.7,10.1
2024-06-18,5.1,9.6,15.1,10.0,77.7,77.0,0.0,2.9,14.8,0.0,75.2,1.6,10.9
2024-06-19,6.0,11.0,17.3,11.3,71.8,71.2,0.0,4.6,21.5,0.2,83.2,1.5,11.6
2024-06-20,3.1,8.7,14.3,9.2,85.2,83.4,0.0,3.6,18.2,0.4,92.9,1.6,11.7
2024-06-21,3.1,8.3,14.7,9.0,81.9,79.6,0.0,3.4,19.8,0.0,133.4,1.4,11.2
2024-06-22,-0.1,5.2,14.4,6.0,83.4,80.5,0.0,1.3,11.4,0.2,136.3,1.7,10.4
2024-06-23,-0.7,6.9,15.2,7.2,80.1,79.0,0.0,3.3,21.5,0.0,108.5,1.8,10.0
2024-06-24,5.1,9.8,15.2,10.2,68.4,67.2,0.0,5.3,28.2,0.0,93.9,1.7,10.8
2024-06-25,5.7,11.7,17.2,12.1,64.3,63.5,0.0,7.4,34.1,1.2,110.3,2.0,11.6
2024-06-26,6.8,11.2,16.0,11.6,73.7,73.0,0.0,6.7,34.1,0.0,118.9,2.2,12.0
2024-06-27,6.6,11.0,17.9,11.4,68.0,66.9,0.0,3.9,17.3,0.0,129.7,2.2,12.4
2024-06-28,5.6,13.9,21.2,14.3,47.1,46.1,0.0,7.1,35.0,0.0,124.8,2.3,12.6
2024-06-29,6.3,10.8,14.3,11.1,77.5,78.2,0.0,4.1,23.2,6.0,21.1,3.3,13.0
2024-06-30,3.7,8.4,13.2,8.8,77.0,76.2,0.0,5.0,24.0,0.0,115.1,0.7,10.7
2024-07-01,2.0,7.9,11.5,8.4,74.3,73.2,0.0,4.2,20.7,0.2,81.0,1.6,10.3
2024-07-02,1.5,7.7,13.0,8.3,72.2,70.8,0.0,4.0,21.5,0.0,136.3,1.6,10.8
2024-07-03,0.5,8.0,15.8,8.4,70.0,69.5,0.0,5.8,22.4,0.0,138.1,1.8,10.0
2024-07-04,4.0,9.0,16.5,9.4,69.0,68.8,0.5,7.3,22.4,0.0,142.0,2.3,10.5
2024-07-05,5.8,10.8,18.1,11.1,68.7,68.2,0.5,8.0,29.9,0.0,139.1,2.5,11.5
2024-07-06,5.2,10.8,17.9,11.2,68.7,68.1,1.4,8.8,26.6,0.0,145.0,2.4,11.8
2024-07-07,6.8,10.4,15.0,10.7,83.0,82.6,1.4,9.2,32.4,3.8,64.1,2.6,11.7
2024-07-08,8.7,11.6,15.0,11.9,94.0,94.1,0.0,3.6,15.7,3.8,55.7,1.3,13.2
2024-07-09,4.7,10.4,17.2,11.0,88.2,86.4,0.0,3.8,19.0,0.0,114.2,1.0,12.6
2024-07-10,1.5,10.2,18.3,10.7,78.2,76.4,0.0,4.7,24.0,0.2,141.0,1.7,11.6
2024-07-11,7.5,11.1,12.5,11.4,88.4,88.4,0.0,7.1,29.9,7.4,35.8,2.4,12.1
2024-07-12,4.0,9.5,16.0,10.0,86.5,85.4,0.0,4.2,24.9,0.4,131.4,0.8,11.6
2024-07-13,5.7,10.5,15.9,11.0,83.9,82.5,0.0,3.4,21.5,0.0,113.5,1.8,11.6
2024-07-14,4.2,9.7,14.6,10.2,88.3,87.1,0.0,3.0,15.7,1.4,112.4,1.7,12.4
2024-07-15,4.3,8.3,13.4,8.6,86.5,86.0,0.5,6.8,29.9,1.4,106.9,1.6,10.9
2024-07-16,6.2,9.3,13.9,9.6,81.0,80.5,1.4,10.1,40.0,0.4,103.0,1.6,10.7
2024-07-17,5.5,9.6,14.4,9.9,87.8,87.4,0.5,8.3,29.9,0.2,94.9,1.8,10.6
2024-07-18,5.7,8.6,13.4,9.0,81.1,80.3,0.0,4.8,22.4,0.4,82.6,1.4,10.9
