Time,Air Temp degC - min,Air Temp degC - ave,Air Temp degC - max,Air Temp (Canopy) degC - ave,Humidity % - ave,Humidity (Canopy) % - ave,Wind Speed km/h - min,Wind Speed km/h - ave,Wind Speed km/h - max,Rainfall mm - raw,Solar Radiation W/m^2 - ave,ETo mm - computed,Soil Temp degC - ave
06/02/2019,18.7,22,28.3,22.1,68.3,68,0,7.3,31.8,3.6,120.5,6.6,23.9
07/02/2019,17,23.7,33.3,23.8,68.5,67.9,0,9.6,36.9,0,334.2,2.8,25
08/02/2019,15.1,19.7,27.1,19.9,60.1,59.7,0.8,14,36.9,0,312.6,6.6,23.5
09/02/2019,13.1,18.3,25,18.5,55.3,55,0,14.7,46.9,0,295.3,5.9,22.6
10/02/2019,8.2,18.2,27,18.5,55,54.9,0,4.3,24.3,0,310.5,4.8,22.7
11/02/2019,11.9,21.6,30.8,21.9,54.3,53.6,0,9.9,40.2,0,337.4,5.1,23.3
12/02/2019,10.2,18.2,23.6,18.3,57.5,57.2,0,16.2,52.8,0,201.1,7.1,21.4
13/02/2019,8.9,16.1,23.4,16.4,52.2,52.3,0,8.9,31,0,274.5,4.3,19.6
14/02/2019,7.1,17.9,26.7,18.1,51.7,52,0,4.9,29.3,0,340.9,4.6,21.1
15/02/2019,11.4,22.2,31.7,22.3,47.4,47.7,0,4.7,20.9,0,337.7,5.2,23.1
16/02/2019,14.5,24.2,34.2,24.1,42.7,43.1,0,4.4,21.8,0,323.4,5.6,24.2
17/02/2019,13.3,26.1,36.8,25.9,33.6,34.4,0,3.1,21.8,0,303.9,5.7,25
18/02/2019,15,21.2,26.6,21.3,48.2,48.2,0,12.2,38.5,0.4,197.2,6,23
19/02/2019,10.2,18.4,25.8,18.6,53.7,53.8,0,8.8,35.2,0,330.3,4.5,21
20/02/2019,7.8,18.6,27.6,18.9,57.2,56.8,0,8.7,35.2,0,337.1,5.2,21.8
21/02/2019,11.5,20,28.5,20.2,55.3,55,0,7.8,25.1,0,333.9,5.6,22.5
22/02/2019,13.4,22.8,32.8,22.9,40.4,40.4,0,8.1,29.3,0,333.4,5.8,22.4
23/02/2019,14.9,24.2,33.5,24.2,32.9,33,0,7.4,28.5,0,334.9,6.8,22.8
24/02/2019,12.1,26,36.2,26,31.3,31.4,0,6,28.5,0,321.4,6.2,23.6
25/02/2019,15,26.9,36.8,26.7,27.6,28.2,0,5.6,22.6,0,303,6.7,24.1
26/02/2019,15.7,27,37.1,26.8,31.1,31.8,0,4.1,23.4,0,310.1,6,24.7
27/02/2019,18,28.1,38.4,27.8,30.8,31.3,0,6.5,21.8,0,306.7,6.5,25
28/02/2019,17.1,29.3,39.5,29,27.1,27.9,0,4.5,26.8,0,281.1,6.1,25.5
01/03/2019,21.1,30.2,38,30,26,26,0,7.6,28.5,0,302.7,6.5,25.3
02/03/2019,22.1,30.2,38.9,30,25.3,25.8,0,5.9,21.8,0,301.3,7.4,25.6
03/03/2019,19.1,30,40.2,29.7,31.6,32.2,0,6.9,30.1,0,250.9,6.1,25.5
04/03/2019,18.4,22.9,31.4,22.9,56.5,56.9,0,6.9,36,0,127.9,6.4,23.7
05/03/2019,16.3,22.1,30.8,22.3,54.2,54,1.6,12.6,40.2,0,290.6,3.9,23
06/03/2019,11,17,21.7,17.2,49.5,49.7,0,12.3,38.5,0,256.8,6.1,20.9
07/03/2019,7.6,16.4,25,16.7,40.5,41.1,0,7.4,32.7,0,302.8,4.6,19.2
08/03/2019,12.9,23.1,32.5,23.2,28,28.5,0,6.7,31,0,249.1,4.9,20.6
09/03/2019,18.1,24.7,33.1,24.6,42.3,43.3,0,4.7,33.5,0,262.7,5.4,23.3
10/03/2019,15.3,21.6,29.6,21.6,66.9,67.2,0,5.2,30.1,0,119.2,4.7,22.4
11/03/2019,14.2,21.4,29.3,21.6,63.5,62.8,0,8.6,36.9,0,241.2,2.7,22.5
12/03/2019,12.5,18.7,24.1,18.9,58.4,58.3,0,9.5,33.5,0,236.1,5,21.2
13/03/2019,8,15.9,23.1,16.1,48.4,49.4,0,3.9,33.5,0,239,3.9,19.8
14/03/2019,6,18,27.9,18.3,41.6,43.1,0,3.9,24.3,0,287.4,3.4,20.4
15/03/2019,9.8,18.9,27.7,19.1,52.3,52.8,0,5.3,19.3,0,286.8,4.6,21
16/03/2019,12.6,21.5,31.6,21.6,45.4,46.2,0,4.5,31.8,0,276.7,4.5,21.9
17/03/2019,13.6,23.9,33.6,23.9,46.7,47.6,0,4.4,25.1,0,268.9,4.5,23.2
18/03/2019,14.6,23.3,33.7,23.3,49,49.3,0,5.7,29.3,0,266.8,4.9,23.5
19/03/2019,13.1,23.6,33.7,23.5,43.3,44.5,0,3.3,17.6,0,262.6,4.9,23.7
20/03/2019,13.2,24.4,35.3,24.2,44.8,46.2,0,3.7,21.8,0,257.4,4.3,24.2
21/03/2019,16.1,23.8,31.9,23.9,53.4,53.5,0,6.2,26,0,224.2,4.9,23.9
22/03/2019,17.1,25.9,36.3,25.8,50.1,50.8,0,5.6,27.6,0,250.7,4.5,24.5
23/03/2019,19,25.4,33.3,25.4,55.8,55.8,0,8.8,44.4,1.8,213.7,5.2,24.7
24/03/2019,18.2,21.5,25,21.5,79,78.9,0,8.5,35.2,0.2,87.1,4.2,23.1
25/03/2019,8.6,17.2,21.9,17.4,56.4,56.2,0,14.4,46.9,0.4,226.6,3,20.5
26/03/2019,5.7,15.2,22.3,15.6,60,60.4,0,5.7,27.6,0,246.9,3.5,19
27/03/2019,9.5,16.7,27,16.9,57.4,58.5,0,3.6,27.6,0,258.7,3.5,19.9
28/03/2019,7.2,19.7,29.7,19.8,41.7,42.6,0,4.1,23.4,0,256.6,3.4,20.5
29/03/2019,10.9,18.2,27.2,18.3,45.1,45.3,0,13.5,51.9,0,164.9,4.2,19.4
30/03/2019,6.8,12.8,18.8,13.2,62.8,63.1,0,11,35.2,0,168.2,4.2,16.6
31/03/2019,11.3,16.4,22.5,16.6,65.2,65.3,0,9.7,31,0,165,2.9,17.3
01/04/2019,10.4,15.2,22,15.5,69.7,70.1,0,3,16.7,0,171.2,2.7,18.1
02/04/2019,7,17.8,27.6,18,53.4,54.6,0,3.4,26.8,0,232.4,2.5,19.3
03/04/2019,10.9,22,30.5,22.2,38.7,38.6,0,6,25.1,0,233,3.4,20.2
04/04/2019,17.3,23.1,31.2,23,34,34.5,0,6.5,24.3,0,195.5,4.8,20.8
05/04/2019,17.6,25.3,34.4,25.2,38.5,38.6,0,11.5,41.9,0,209.9,4.8,20.9
06/04/2019,12,17.9,24.5,18.1,60,60.6,0,5.2,23.4,0,222.5,5.3,21
07/04/2019,6,17.6,28,17.9,56.7,56.9,0,7.1,34.3,0,237.1,2.9,19.7
08/04/2019,10.1,17.9,26.1,18.2,61.3,61.1,0,9.6,39.4,0,219.3,3.8,19.3
09/04/2019,8.3,14.5,18.7,14.8,62.6,62.9,0,8.1,29.3,0,168.8,3.9,18.4
10/04/2019,3.2,11.3,18.7,11.9,58.4,59.3,0,4.3,27.6,0,224.6,2.4,16.6
11/04/2019,4,12,21.4,12.6,55.7,57.1,0,3.7,20.1,0,213.2,2.6,16.3
12/04/2019,3.9,13.6,25.5,14,46.1,48,0,3.2,20.9,0,220.6,2.5,16.5
13/04/2019,5.1,15,22.7,15.2,47.1,49,0,2.2,15.9,0,82.2,2.6,15.7
14/04/2019,12.4,19.3,27.4,19.4,52.3,52.9,0,3.9,21.8,0,173.1,2,18.4
15/04/2019,9.5,20,27.9,20,38.4,38.8,0,6.5,22.6,0,149.1,3,17.6
16/04/2019,17.2,25.8,35.1,25.7,26.5,27.1,0,6.5,41,0,197.7,4.1,19.3
17/04/2019,16.1,24.4,32.1,24.4,37.5,37.5,0,9.2,34.3,0,101.3,4.9,19.7
18/04/2019,10.7,16.3,23.2,16.5,49.3,49.9,0,5.5,25.1,0,193.5,3.5,18.7
19/04/2019,8.5,19.7,30.7,19.9,36.5,36.9,0,6.5,23.4,0,176,3.2,17.7
20/04/2019,17.2,24.4,32.3,24.3,34,34.2,0,8.4,35.2,0,168.7,4.2,19.2
21/04/2019,12,18.1,23.7,18.3,66.1,66.3,0,7.1,29.3,0.2,87.1,4.6,18.9
22/04/2019,9.7,14.7,20.7,15,64,64.3,0,6.6,28.5,0,183.8,1.6,17.2
23/04/2019,7.2,14.9,22.6,15.3,58.8,59,0,6.3,26,0,148.2,2.6,16
24/04/2019,11.7,16.5,23.6,16.7,61.2,61.6,0,7,27.6,0,175.3,2.6,17
25/04/2019,4.6,14.1,22.7,14.6,70.6,70.2,0,3.6,20.1,0,194.2,2.4,16.9
26/04/2019,7.8,14,19,14.3,63.8,64.2,0,9.7,39.4,0,128.7,2.4,16.1
27/04/2019,1.4,10.9,18.9,11.6,65.5,65.8,0,2.9,22.6,0,187.6,2,14.9
28/04/2019,6.3,13.1,21,13.6,71.6,71.4,0,5.2,26.8,0,172.1,1.9,15.5
29/04/2019,3.1,12.4,21,13,70.5,70.3,0,3.6,17.6,0,186.5,2,15.5
30/04/2019,6.8,16.5,23.1,16.7,51.7,51.9,0,8.3,37.7,0,102.5,2.2,15
01/05/2019,11.7,17.3,23.4,17.5,56.5,56.2,0,9,31,0,155,2.9,16.2
02/05/2019,7.8,14.3,20.9,14.7,60.2,60.1,0,7.7,31,0,144.7,2.8,15.5
03/05/2019,5.2,13.1,19.9,13.6,74.3,74.2,0,7.8,31,0,140.5,2.1,14.5
04/05/2019,8.2,13.8,17.6,14,75.1,75.5,0,7,22.6,0,88.9,2,15
05/05/2019,3,9.8,16.8,10.6,74.3,73.9,0,2.9,23.4,0,161.1,1.4,14.3
06/05/2019,1.7,10.6,20.1,11.3,71.9,71.5,0,2.6,13.4,0,170.9,1.4,13.9
07/05/2019,6,13.3,23.7,13.8,62,61.9,0,13.4,62.9,0.4,144.6,1.8,13.8
08/05/2019,7.2,12.9,17.7,13.3,65,65.3,0,7.8,28.5,0,111.8,2.9,13.5
09/05/2019,8.8,12.2,18.2,12.5,73.8,74.7,0,11.4,51.9,9.4,59.7,2.3,13.6
10/05/2019,6.9,9.8,14.3,10.3,74.8,75.1,2.4,12.8,41,0,148.7,1.4,12.2
11/05/2019,7.9,12.8,17.6,13.2,77.9,78,0,5.7,20.1,0,101.6,1.7,13
12/05/2019,10.4,13.7,16.3,14,72.3,72.7,0,3.6,16.7,0,67.9,1.4,14.5
13/05/2019,5.4,11.3,19.1,12.1,76.4,75.9,0,3.8,24.3,0,163.1,1.2,13.9
14/05/2019,3.5,11.1,20.3,12,77.2,77.1,0,1.5,18.4,0,162.5,1.4,13.8
15/05/2019,4.6,12.4,20.8,13.1,75.8,75.4,0,2.1,13.4,0,158.5,1.4,14.3
16/05/2019,5.3,12.7,20.8,13.3,71.3,71.5,0,3.3,15,0,153.9,1.5,14.4
17/05/2019,4.4,12,20.1,12.5,65.4,66.1,0,4.2,22.6,0,155.8,1.5,14
18/05/2019,6.8,16.1,25,16.4,57,57.3,0,6.7,22.6,0,112.5,1.8,14.1
19/05/2019,16.4,20.5,27.4,20.5,56.9,57,0,8.6,29.3,6.4,89,3,17.1
20/05/2019,9.4,15.8,21,16.2,80.9,80.2,0,5.4,30.1,0.6,154.1,1.9,17.3
21/05/2019,8.3,13.9,22.4,14.3,76.4,76.6,0,2.6,15,0.2,134.6,1.6,15.8
22/05/2019,5.8,14.7,25.6,15.1,70.2,70.4,0,2.1,12.5,0,147.8,1.4,15.6
23/05/2019,8.2,17.5,27.8,17.8,60.9,60.6,0,5.2,31,0,147,1.7,16.2
24/05/2019,12.8,20.1,26.6,20.1,48.2,48.1,0,6.5,37.7,0,76.4,2.7,17.4
25/05/2019,10.4,14.4,21.3,14.7,78.5,77.9,0,9.4,43.6,0,124.4,1.9,16.4
26/05/2019,7.6,12.3,16.9,12.7,76.2,76.1,0.8,11.1,40.2,0,104.2,1.7,14.7
27/05/2019,8,11.1,14.5,11.5,78.4,78.8,0,11.5,36.9,0.8,91.9,1.9,13.9
28/05/2019,7.5,12.2,17,12.6,79.5,79.5,0,15.1,42.7,0,92.4,1.2,13.1
29/05/2019,4.1,9.9,13.3,10.4,76,76.4,1.6,14.3,46.9,1.2,96.3,2,12.8
30/05/2019,3,8.5,14,9.3,76.1,76.7,0,6.6,23.4,0.2,122.9,1.1,10.9
31/05/2019,7.7,11.6,15.8,12,89.3,89.7,0,7.8,24.3,1.4,59,1.3,12.6
01/06/2019,6,10.2,16.4,10.8,82.1,82.1,0,5.2,25.1,0,127.1,0.8,12.7
02/06/2019,6.5,10.7,16.2,11.2,77.9,78.5,0,7.2,34.3,0,72.2,1.2,12.7
03/06/2019,4.7,8.9,14,9.5,70.4,70.9,1.6,10.5,36,0,132.4,1.2,11.5
04/06/2019,3.7,8.6,14.3,9.4,69.6,70.1,0.8,9,31.8,0,133.6,1.5,10.7
05/06/2019,2.7,8.4,13.2,9.1,74.7,75,0,4.8,22.6,0,111.8,1.3,10.7
06/06/2019,2.6,9.8,12.9,10.4,71.9,71.7,0,3.3,18.4,0,50,1.3,11.7
07/06/2019,0.3,7.7,17.5,8.7,82.1,81.5,0,2.3,20.1,0,137.4,0.7,11.1
08/06/2019,0,9.2,19.6,10.1,71.4,71.2,0,3.5,20.9,0,137.5,1,11
09/06/2019,7.9,12.5,16.4,12.9,58.5,58.9,0,4.8,20.9,0,32.9,1.5,11.4
10/06/2019,6,13.8,19.5,14.2,65.7,65.7,0,7.3,34.3,0,137.5,1.5,13.5
11/06/2019,0.9,12.8,22.8,13.3,60.7,60.7,0,4.3,26.8,0,126.9,1.4,12.6
12/06/2019,8,14.5,19.7,14.8,86,86,0,6.4,33.5,19,31.9,2.2,14.3
13/06/2019,8.3,11.8,17.4,12.3,84.7,84.4,0,5.8,28.5,0.2,126.8,0.7,12.9
14/06/2019,7.6,11.5,17.4,12.1,84.8,84.3,0,5.3,26.8,0,108.6,1.2,12.5
15/06/2019,4.9,11,17.8,11.7,79.1,78.5,0,3.7,20.1,0.2,127.3,1,12.4
16/06/2019,4.6,11.2,18.7,12,72.5,71.9,0,1.8,15,0,121.4,1.1,12.6
17/06/2019,3.4,10.6,18.3,11.2,73.5,73.5,0,4.8,27.6,0,126.1,1,11.6
18/06/2019,1.5,9,14.6,9.8,76.6,76.1,0,6.7,32.7,0.2,117.3,1.5,11.8
19/06/2019,-1.3,5.9,12.9,6.8,78.6,78.6,0,1.3,10,0,100.2,0.9,9.8
20/06/2019,-0.2,6.7,14.7,7.7,74.4,74.3,0,1.9,18.4,0,122.7,0.7,10.3
21/06/2019,-1.8,4.8,13.7,5.9,75.5,74.6,0,1.5,12.5,0,136.2,0.9,9.1
22/06/2019,-1.5,4.6,14.1,5.7,78.1,77.6,0,1.7,13.4,0,125.7,0.8,8.5
23/06/2019,-2.9,4.1,12.9,5.2,77.1,76.3,0,2.5,19.3,0,131.4,0.8,8.1
24/06/2019,-3.4,5.9,13.7,6.6,71,70.9,0,4,20.1,0.2,97.9,0.9,7.8
25/06/2019,2.7,9.3,18,10.2,63.7,63.2,0,2.4,14.2,0,128.8,1.1,9.7
26/06/2019,2.7,10.4,19.1,11,72.4,72.2,0,5.2,17.6,0,133.6,1.2,10.4
27/06/2019,7.2,13.7,21.4,14,61.8,61.8,0,9.1,26,0,134.5,1.6,11.6
28/06/2019,9.1,16.8,23.9,17,57.7,57.1,1.6,11.1,31.8,0,129.5,2.5,13.5
29/06/2019,6.9,12,17.4,12.4,80.3,80.2,3.3,16.1,53.6,5.6,62.8,2.8,13.3
30/06/2019,5,9.1,14.1,9.8,79.2,78.8,0,7,28.5,0,102.1,1.2,10.5
01/07/2019,4.3,9.1,14.2,9.9,69.7,69,0,4.7,20.9,0,58,1.1,10
02/07/2019,3.8,10,17.5,10.8,74.7,74,0,4.3,18.4,0,123.7,1.2,10.2
03/07/2019,8.3,11.2,16.4,11.7,78.1,78,0,5.7,21.8,0,78.6,1.1,11.7
04/07/2019,5.8,10.4,16.2,10.9,76.9,76.5,0,6.3,21.8,0,140,1.2,11.6
05/07/2019,6.1,11.8,20,12.4,77.1,76.8,0.8,7.8,20.1,0,136.3,1.3,12
06/07/2019,8.6,14.3,21.5,14.6,68.5,68.2,0,10.1,27.6,0,118.5,1.7,13
07/07/2019,6.2,12.8,17.2,13.3,85.1,84.2,0,5.3,19.3,7.8,58.8,2.1,13.5
08/07/2019,3.7,9.8,16.1,10.5,86.1,85.3,0,3.7,22.6,0.2,127.9,0.8,11.8
09/07/2019,4.2,9.7,16.7,10.5,80.3,79.7,0,3.8,20.1,0.2,140.1,1,11.8
10/07/2019,6.1,13,19.5,13.5,58.1,57.3,0.8,18.9,75.5,0.2,140.7,1.5,11.8
11/07/2019,8.6,12.9,17.6,13.3,71.3,70.9,0,16.6,51.9,0,91.4,3.3,12.6
12/07/2019,8.4,12.4,17,12.7,76,75.7,4.1,18.5,54.5,3.6,70.6,2.2,13
13/07/2019,5.4,8.4,13,9.1,75.7,75.8,1.6,13.2,38.5,0,129.4,1.8,10.7
14/07/2019,4.2,9.6,14.5,10.2,79.3,79.5,0,14.5,45.3,0,84.9,1.3,10.3
15/07/2019,9.8,11.5,14.8,11.9,87.1,86.8,1.6,11.9,31,0.2,78.4,1.6,12.1
16/07/2019,9.4,11.8,15.2,12.2,92.1,92.2,0,6.2,24.3,0.4,87.9,0.9,13
17/07/2019,8.2,11.1,15.2,11.5,79.6,79.2,0,11.6,42.7,0,93.4,1,12.6
18/07/2019,4.2,10.7,17.4,11.3,78,77.6,0,7.7,31.8,0,141.8,1.3,12.3
19/07/2019,4.1,10.8,19.1,11.4,69.7,69.6,0,5.2,21.8,0,148.7,1.5,12.1
20/07/2019,5,13.3,20.5,13.8,42,41.3,0,12,36.9,0,155.4,2,12.2
21/07/2019,6,12.4,17.2,12.9,58.2,57.2,0,8.3,31,0,143.1,3.6,13.5
22/07/2019,5.7,13.1,20,13.6,52.5,51.6,0,11.3,39.4,0,153.5,1.9,12.8
23/07/2019,9,13.3,18,13.7,69.3,68.7,0.8,15.9,50.3,0.4,134.8,3.1,13.9
24/07/2019,8.6,12.1,17.3,12.6,81.1,80.8,0,5.2,21.8,0.2,116.9,2,14
25/07/2019,3.5,11.6,19.1,12.2,77.9,77.3,0,3.6,32.7,0,124.6,1.3,13.8
26/07/2019,8.9,12.5,18.4,13,80.7,79.6,0,3.1,17.6,0,70.3,1.5,13.8
27/07/2019,5.2,9.7,16.1,10.3,83.5,83.6,0,3.5,19.3,0,97.5,1,13.1
28/07/2019,1.7,11.1,18.5,11.7,76.9,76.9,0,4.3,23.4,0,104.8,1.1,12.7
29/07/2019,7.7,12.1,15.5,12.5,81.4,80.9,0,6.4,28.5,3,89.9,1.4,13.6
30/07/2019,3.6,8.5,14.4,9.2,78.3,78.3,0,5,23.4,0.2,126,1.2,11.9
31/07/2019,4.9,9.3,12.4,9.9,65.7,65.9,0,5,26.8,0,72.2,1.4,11.5
01/08/2019,4.7,9,13.9,9.7,69.3,69.1,0,5.2,26.8,0,87.3,1.5,11.7
02/08/2019,3,10.3,14.6,10.8,75.5,75.5,0,3.4,20.1,0,75.4,1.2,11.7
03/08/2019,9.5,11.7,14.5,12.1,65.6,65.5,0,3.4,15.9,0,69,1.4,13
04/08/2019,7.5,11,16.4,11.4,64.5,64.8,0,4.5,19.3,0,135.2,1.2,13.5
05/08/2019,2.7,10.9,19.7,11.5,55,54.8,0,6.1,20.1,0,170.2,1.7,12.7
06/08/2019,3.9,12.8,22.7,13.4,44.7,44.1,0,6.4,26.8,0,170.5,2.6,13.2
07/08/2019,6,11,17.2,11.5,71.9,71.6,0,5.1,49.5,0,94.6,2.4,13.3
08/08/2019,7,11.4,15.5,11.8,68.7,68.6,0.8,22.1,68.7,0.6,116.7,1.7,12.6
09/08/2019,7,9.7,14.5,10.3,62.8,62.7,5.8,21.4,54.5,0,140.6,3.1,12.2
10/08/2019,4.4,8.5,13.8,9.2,76.2,76.3,5,19.4,51.1,3.8,148,2.4,10.7
11/08/2019,4.7,9.5,13.7,10.1,70.9,70.8,0,14.6,46.1,0,158.3,2,11.3
12/08/2019,0,7,12.9,7.9,77.9,77.4,0,3.6,24.3,0,142.2,1.7,10.5
13/08/2019,2,8.1,13.2,8.9,76.6,76.9,0,1.7,10.8,0,83.6,1.4,11.4
14/08/2019,0.6,9.8,18.7,10.4,55.5,55.9,0,6.2,26,0,188.6,1.2,10.9
15/08/2019,2.6,13.8,23.3,14.3,37.8,37.5,0,7.3,28.5,0,173.8,2.6,12.1
16/08/2019,6.1,14.1,18.4,14.5,54.3,53.8,0,10.2,31,0,85.5,4.3,13.7
17/08/2019,-0.7,11.6,20.1,12.1,66.8,66.3,0,7,25.1,0,187.7,1.5,12.8
18/08/2019,6.2,11.6,17.1,12,61.5,61.3,0.8,17.5,54.5,0.4,124.7,3.2,13.4
19/08/2019,4.3,8.6,14.7,9.4,68.3,68.4,0,12.5,35.2,0,165,2.4,11.7
20/08/2019,4.5,11.1,17.4,11.6,72.6,72.5,0.8,13.4,37.7,0,134.1,2,11.9
21/08/2019,9,13.2,19.5,13.5,75.5,75.2,1.6,12.7,42.7,0,115.8,2.5,13.2
22/08/2019,2.8,11.9,16.3,12.3,74,73.5,0,9.3,29.3,0,115.4,2.2,13.7
23/08/2019,0.1,10.4,20.5,11,68,68,0,4.4,23.4,0,200.6,1.5,13.2
24/08/2019,7.4,13.4,24.1,13.9,55.8,55.2,0.8,12.5,47.8,0,178.4,3,13.9
25/08/2019,2.1,8.6,14.4,9.4,70.6,70.6,0,5.3,24.3,0,142.2,3,13
26/08/2019,-0.2,8.4,15.7,9.2,71.2,70.9,0,4.2,21.8,0,154.1,1.6,12.3
27/08/2019,-0.6,8.9,17.1,9.7,73.2,72.2,0,3.4,22.6,0,167.3,1.7,12.2
28/08/2019,1.6,8.7,16.7,9.5,78.1,77.8,0,9.4,41.9,0,133.5,1.9,11.8
29/08/2019,0,7.1,14.9,7.9,66.8,67,0,5.3,21.8,0,220.1,1.9,11.6
30/08/2019,-1.8,9.1,19,9.5,60.7,61,0,5.6,23.4,0,221,2.2,11.9
31/08/2019,6.2,16.1,24.2,16.3,37.2,37.3,0,9.9,34.3,0,219.2,3.3,13.7
01/09/2019,5.1,15.5,21.6,15.8,45,44.6,0,11,51.9,0,223,4.6,16.2
02/09/2019,-0.1,13.6,25.8,13.9,56.4,56.6,0,5.5,31,0,191.1,3.1,14.8
03/09/2019,7.4,16,24.5,16.3,57.4,56.7,0,7.7,29.3,0,224.7,3.8,16.5
04/09/2019,9.1,16.2,23.4,16.3,61.4,62.1,0,3.4,15.9,0,128.2,3.1,16.7
05/09/2019,10.2,17.2,25.8,17.4,52.6,52.6,0,9.1,33.5,0,208.3,2.5,18.1
06/09/2019,9.1,11.2,15.3,11.6,69.6,69.6,2.4,20,67.1,7.6,138.6,4.7,15.4
07/09/2019,6.1,10.8,16.8,11.4,68.7,68.7,0,13.4,40.2,0,166.8,2.4,13.2
08/09/2019,6,11.8,17.5,12.3,70.6,70.7,1.6,14.5,48.6,1,163.8,2.4,13.4
09/09/2019,5.2,10.4,16.8,11,63.6,64,0,8,31,0,239.7,2.6,13.4
10/09/2019,0.5,9.2,18.1,10,68.3,68.6,0,2.4,15.9,0,220.9,2.7,13.8
11/09/2019,0.5,13.9,25.3,14.3,47.2,48,0,4.9,21.8,0,247.2,2.5,14.8
12/09/2019,9.6,17.5,24.8,17.7,42.8,42.5,0,10.4,42.7,0,237.7,4.7,16.7
